21900001,1,27.9,119.9,0.545,23.12,0.809,0.248,52.5,0.526,40.6,0.379,28.04,14.77,1.898,7.44,36.08,8.74,4.62,20.4,26.2,110.59,0.458,19.86,0.739,0.19,65.15,0.402,39.45,0.368,27.28,15.28,1.785,10.88,36.09,7.6,5.01,20.72
21900002,1,28.0,117.79,0.594,27.49,0.787,0.34,49.11,0.62,31.79,0.368,23.85,13.58,1.756,12.03,37.31,6.95,4.97,21.64,30.6,118.45,0.643,24.63,0.735,0.315,47.03,0.702,31.27,0.37,24.4,14.21,1.718,11.34,36.43,8.36,7.56,20.96
21900003,1,25.8,100.33,0.508,19.21,0.771,0.229,46.91,0.494,37.09,0.35,25.03,13.59,1.842,9.3,30.34,6.95,3.68,17.57,25.2,108.54,0.486,20.55,0.774,0.215,58.19,0.464,37.41,0.347,23.3,14.3,1.629,9.94,31.92,9.85,3.69,21.22
21900004,0,26.0,108.84,0.482,18.87,0.803,0.194,69.92,0.454,27.48,0.37,26.49,12.43,2.131,8.71,33.56,7.53,4.81,19.05,26.9,110.82,0.482,22.24,0.749,0.227,66.83,0.439,30.97,0.384,27.91,15.3,1.824,10.17,32.41,6.93,4.77,19.53
21900005,1,26.4,109.26,0.46,22.4,0.779,0.224,67.04,0.436,32.96,0.34,25.07,12.49,2.007,10.37,35.62,9.18,6.34,17.44,25.6,110.44,0.519,19.33,0.791,0.21,58.08,0.501,33.92,0.366,23.86,15.78,1.512,10.16,32.24,6.61,2.47,17.06
21900006,0,27.0,122.64,0.497,26.54,0.755,0.257,65.27,0.474,37.93,0.357,26.54,15.06,1.762,10.64,37.18,6.87,4.8,20.05,25.6,114.44,0.504,26.9,0.761,0.289,54.98,0.5,38.12,0.34,24.47,15.6,1.569,10.72,32.27,8.38,5.56,21.25
21900007,1,24.9,104.72,0.507,20.12,0.731,0.227,54.68,0.47,33.82,0.377,23.66,13.79,1.716,8.39,35.87,6.43,4.01,21.8,24.1,114.5,0.494,21.45,0.774,0.217,67.48,0.482,31.52,0.346,26.67,14.45,1.845,10.35,36.27,7.93,5.87,21.07
21900008,1,26.8,110.62,0.459,23.5,0.751,0.232,70.25,0.417,31.25,0.369,26.51,14.38,1.844,10.67,35.9,8.26,5.51,21.09,25.6,114.82,0.458,22.71,0.8,0.215,70.98,0.416,34.62,0.361,23.22,13.02,1.783,11.05,35.99,8.23,5.74,20.74
21900009,1,26.7,118.87,0.535,23.67,0.779,0.253,48.92,0.514,44.78,0.372,24.76,12.23,2.024,9.37,35.31,6.51,5.13,18.45,24.3,119.66,0.531,25.03,0.807,0.268,58.11,0.505,35.29,0.383,24.94,13.11,1.902,9.26,31.44,7.1,4.14,22.77
21900010,1,28.4,113.74,0.534,22.73,0.818,0.256,59.71,0.526,28.99,0.366,25.05,11.72,2.138,8.69,35.56,6.87,5.45,18.69,25.5,106.45,0.479,24.23,0.705,0.261,62.42,0.466,30.58,0.338,25.62,15.69,1.633,10.23,33.86,7.65,3.48,21.75
21900011,1,28.8,108.45,0.529,23.1,0.778,0.27,51.19,0.495,34.51,0.387,22.91,14.4,1.591,8.22,36.05,5.99,3.87,19.91,25.6,110.89,0.528,24.98,0.796,0.289,57.7,0.526,28.7,0.355,22.04,12.83,1.718,8.62,35.66,7.64,5.09,18.51
21900012,1,25.2,114.58,0.441,24.2,0.817,0.226,78.59,0.41,28.71,0.352,26.62,14.77,1.802,10.93,35.72,7.18,4.67,22.78,26.8,106.42,0.411,20.1,0.78,0.182,78.42,0.363,31.98,0.352,22.04,14.36,1.535,10.94,34.39,7.45,4.81,23.44
21900013,0,27.8,115.4,0.564,22.39,0.804,0.259,52.71,0.564,33.69,0.376,21.45,12.66,1.694,10.15,36.2,5.75,6.7,21.24,26.9,111.32,0.497,20.61,0.784,0.215,64.98,0.473,30.82,0.364,26.27,12.81,2.051,10.31,32.12,8.26,4.36,19.68
21900014,0,27.2,107.67,0.517,20.36,0.75,0.227,58.18,0.486,31.42,0.383,29.36,15.27,1.923,9.4,30.73,7.05,4.31,19.67,25.3,115.78,0.472,23.5,0.78,0.229,67.58,0.459,35.12,0.331,23.86,16.79,1.422,10.34,34.57,7.98,5.35,22.14
