game_id, win_result, home_pts, home_ ts_pct, home.fta, home.ft_pct, home.fg3a, home.fg3_pct, home.ast, home.tov, home.oreb, home.dreb, home.stl, home.blk, home.defl, home.lb_rec, home.cont_2, home.cont_3, home.defg_pct, home.off_rtg, home.def_rtg, home.pf, away.pts, away.ts_pct, away.fta, away.ft_pct, away.fg3a, away.fg3_pct, away.ast, away.tov, away.oreb, away.dreb, away.stl, away.blk, away.defl, away.lb_rec, away.cont_2, away.cont_3, away.defg_pct, away.off_rtg, away.def_rtg, away.pf
21900012,1,123.31,0.579,26.45,0.825,29.7,0.353,27.18,15.22,11.75,37.78,7.03,4.51,14.28,7.47,42.96,23.75,0.528,111.59,110.04,23.09,117.76,0.573,22.25,0.772,34.65,0.372,22.05,13.62,10.36,33.73,7.72,4.27,16.36,6.77,35.75,26.99,0.536,108.79,111.67,21.13
21900013,0,116.93,0.579,22.04,0.804,32.17,0.391,22.26,12.71,11.55,35.6,5.71,6.59,11.57,6.34,43.99,23.5,0.518,113.29,112.23,21.8,115.19,0.565,20.43,0.822,33.26,0.37,27.06,12.73,8.77,30.48,8.45,3.64,15.5,7.24,27.35,22.89,0.529,111.82,108.41,17.54
21900014,0,110.43,0.559,19.58,0.758,32.56,0.378,28.05,14.63,9.02,31.46,6.93,3.96,14.63,7.35,33.09,22.26,0.537,107.7,110.78,18.7,123.41,0.572,25.66,0.785,36.7,0.342,24.36,16.89,10.18,34.64,8.12,5.09,15.06,7.77,37.4,23.22,0.541,107.09,113.16,21.33
21900015,0,123.83,0.574,28.28,0.781,43.9,0.347,22.19,14.83,10.41,34.76,8.15,4.71,14.72,8.32,32.72,21.78,0.522,111.9,108.65,20.33,130.64,0.597,28.79,0.756,40.23,0.367,29.65,15.38,8.36,41.7,7.01,5.9,13.91,8.08,42.87,29.84,0.486,111.61,100.55,18.58
21900016,0,107.9,0.542,22.04,0.809,34.76,0.324,29.53,15.56,7.84,31.92,8.18,3.63,15.95,7.11,32.01,25.58,0.559,104.03,111.92,18.85,119.59,0.583,28.61,0.783,30.25,0.372,24.27,13.83,11.72,37.28,7.27,5.16,15.04,7.0,37.68,24.61,0.5,112.8,106.08,22.04
21900017,1,122.53,0.57,24.83,0.814,39.34,0.372,25.9,13.65,8.49,33.32,8.28,5.05,16.91,7.85,32.22,26.2,0.516,112.9,105.29,20.21,119.08,0.578,23.74,0.807,40.44,0.378,27.81,15.08,7.33,36.37,8.86,4.69,17.65,7.83,33.61,27.14,0.5,109.94,103.59,20.68
21900018,0,103.08,0.543,20.62,0.755,37.32,0.359,24.6,13.74,9.17,29.68,6.41,4.36,13.35,7.54,31.3,26.26,0.542,104.81,111.55,17.65,119.51,0.56,28.23,0.763,39.98,0.343,25.59,16.48,9.89,31.74,8.68,5.93,17.37,7.72,34.82,23.1,0.538,108.27,110.92,20.43
21900019,1,128.4,0.564,27.87,0.757,38.83,0.358,28.71,15.45,10.96,37.37,6.68,4.49,12.31,7.75,38.65,21.93,0.514,109.45,109.26,18.9,111.08,0.537,25.98,0.691,24.3,0.335,21.67,14.48,14.24,38.3,7.66,5.63,12.4,8.1,36.25,25.48,0.534,105.96,111.34,22.02
21900020,0,119.65,0.571,22.85,0.759,31.05,0.358,27.42,14.41,10.66,37.03,7.38,6.21,14.09,7.28,44.87,27.06,0.513,107.48,108.88,21.56,112.59,0.545,21.85,0.777,36.88,0.349,23.79,15.25,10.38,32.88,10.38,3.35,17.28,8.24,31.17,22.5,0.549,105.56,107.66,20.77
21900021,0,109.66,0.566,20.23,0.754,40.02,0.37,28.85,15.59,10.39,37.92,7.96,4.86,16.97,7.86,38.28,24.41,0.53,109.58,110.28,19.79,124.42,0.581,26.65,0.79,45.47,0.372,26.65,13.33,9.86,36.73,6.05,4.93,12.29,7.0,37.22,22.9,0.52,114.79,109.62,18.81
21900022,0,113.94,0.573,26.38,0.796,29.75,0.362,23.12,13.36,7.97,34.57,7.41,3.93,13.73,7.59,34.36,22.05,0.522,109.95,106.84,17.06,122.31,0.58,24.41,0.814,34.58,0.378,25.99,14.0,9.99,32.98,7.49,4.26,13.52,7.74,40.01,21.62,0.562,109.87,113.06,21.78
21900023,1,115.19,0.565,20.43,0.822,33.26,0.37,27.06,12.73,8.77,30.48,8.45,3.64,15.5,7.24,27.35,22.89,0.529,111.82,108.41,17.54,118.94,0.574,27.07,0.83,34.81,0.35,28.98,14.65,8.74,33.48,7.17,3.36,14.77,6.9,36.28,22.26,0.544,110.79,110.21,22.84
21900024,0,110.45,0.579,20.95,0.771,35.35,0.382,24.93,13.38,8.79,30.65,7.97,3.68,16.93,7.01,32.2,27.43,0.543,109.37,110.93,19.72,117.99,0.579,21.34,0.807,35.81,0.395,21.55,11.83,9.61,32.75,6.23,5.81,12.92,6.33,37.85,23.07,0.519,113.61,112.8,20.07
21900025,1,116.3,0.589,27.07,0.729,28.67,0.355,24.61,14.39,11.81,36.8,9.36,7.74,18.12,8.04,35.79,22.15,0.503,111.55,105.11,21.31,107.47,0.581,22.73,0.754,34.27,0.378,25.29,14.34,7.81,35.9,6.41,4.31,12.15,6.52,36.19,22.6,0.515,110.12,107.46,19.93
21900026,0,130.64,0.597,28.79,0.756,40.23,0.367,29.65,15.38,8.36,41.7,7.01,5.9,13.91,8.08,42.87,29.84,0.486,111.61,100.55,18.58,107.56,0.568,20.27,0.757,34.96,0.368,24.99,13.94,7.29,34.53,6.01,3.86,11.91,6.18,32.41,26.83,0.511,110.37,106.98,20.05
21900027,0,113.1,0.575,22.26,0.745,30.28,0.379,24.94,14.58,10.46,34.29,7.12,4.79,14.55,7.27,37.59,22.58,0.534,107.47,111.13,18.59,104.95,0.565,19.35,0.736,30.71,0.372,27.19,13.2,8.65,30.53,8.54,4.79,15.87,7.81,30.36,18.99,0.522,109.92,107.63,20.62
21900028,1,123.41,0.572,25.66,0.785,36.7,0.342,24.36,16.89,10.18,34.64,8.12,5.09,15.06,7.77,37.4,23.22,0.541,107.09,113.16,21.33,112.57,0.539,22.94,0.778,34.62,0.34,25.49,12.42,9.03,34.94,8.92,5.1,15.9,7.43,30.9,20.25,0.539,106.49,107.52,16.35
21900029,0,108.98,0.53,25.55,0.697,26.37,0.333,23.79,14.65,12.3,36.56,8.09,5.27,13.57,7.95,33.95,24.91,0.539,106.23,110.88,22.15,121.46,0.566,24.47,0.821,41.42,0.374,25.71,13.7,6.85,31.77,8.31,3.93,16.21,7.99,26.42,26.55,0.518,112.55,105.49,18.63
21900030,1,114.34,0.559,19.93,0.784,34.62,0.37,21.92,15.84,10.49,33.25,6.5,2.62,11.97,7.26,31.69,22.51,0.563,106.27,114.14,16.68,112.85,0.574,19.89,0.79,27.43,0.375,27.94,12.92,9.29,34.75,6.99,5.25,14.76,6.51,35.95,21.68,0.515,108.27,106.52,19.1
21900031,0,112.59,0.545,21.85,0.777,36.88,0.349,23.79,15.25,10.38,32.88,10.38,3.35,17.28,8.24,31.17,22.5,0.549,105.56,107.66,20.77,117.63,0.575,25.16,0.799,37.09,0.376,27.79,14.85,8.39,36.38,9.09,4.85,18.07,7.97,35.47,27.54,0.5,109.7,103.62,20.72
21900032,1,123.83,0.574,28.28,0.781,43.9,0.347,22.19,14.83,10.41,34.76,8.15,4.71,14.72,8.32,32.72,21.78,0.522,111.9,108.65,20.33,106.57,0.579,20.98,0.746,37.05,0.372,24.94,15.0,11.79,40.5,7.03,5.22,14.37,7.86,44.97,24.25,0.542,109.19,110.85,21.46
21900033,1,119.59,0.574,24.1,0.846,30.71,0.37,25.38,12.28,7.53,35.0,7.18,4.75,13.7,7.64,34.88,23.19,0.546,110.28,112.12,18.43,126.06,0.578,25.59,0.816,35.74,0.384,25.82,14.41,9.53,31.24,6.59,4.18,12.3,7.24,38.76,22.03,0.565,110.04,114.92,21.49
21900034,1,113.6,0.586,25.07,0.783,35.52,0.381,24.64,15.25,7.57,34.77,6.08,3.95,11.59,6.42,34.39,22.3,0.515,110.8,107.5,18.88,110.45,0.579,20.95,0.771,35.35,0.382,24.93,13.38,8.79,30.65,7.97,3.68,16.93,7.01,32.2,27.43,0.543,109.37,110.93,19.72
21900035,1,118.64,0.58,25.09,0.823,38.09,0.356,21.19,12.73,9.42,33.13,6.55,3.75,13.18,6.66,38.94,22.17,0.543,110.34,110.26,22.57,119.59,0.583,28.61,0.783,30.25,0.372,24.27,13.83,11.72,37.28,7.27,5.16,15.04,7.0,37.68,24.61,0.5,112.8,106.08,22.04
21900036,1,113.94,0.573,26.38,0.796,29.75,0.362,23.12,13.36,7.97,34.57,7.41,3.93,13.73,7.59,34.36,22.05,0.522,109.95,106.84,17.06,107.9,0.542,22.04,0.809,34.76,0.324,29.53,15.56,7.84,31.92,8.18,3.63,15.95,7.11,32.01,25.58,0.559,104.03,111.92,18.85
21900037,1,119.65,0.571,22.85,0.759,31.05,0.358,27.42,14.41,10.66,37.03,7.38,6.21,14.09,7.28,44.87,27.06,0.513,107.48,108.88,21.56,128.4,0.564,27.87,0.757,38.83,0.358,28.71,15.45,10.96,37.37,6.68,4.49,12.31,7.75,38.65,21.93,0.514,109.45,109.26,18.9
21900038,0,124.42,0.581,26.65,0.79,45.47,0.372,26.65,13.33,9.86,36.73,6.05,4.93,12.29,7.0,37.22,22.9,0.52,114.79,109.62,18.81,116.93,0.579,22.04,0.804,32.17,0.391,22.26,12.71,11.55,35.6,5.71,6.59,11.57,6.34,43.99,23.5,0.518,113.29,112.23,21.8
21900039,1,119.51,0.56,28.23,0.763,39.98,0.343,25.59,16.48,9.89,31.74,8.68,5.93,17.37,7.72,34.82,23.1,0.538,108.27,110.92,20.43,109.14,0.568,19.97,0.765,37.0,0.378,26.08,14.84,6.98,36.34,5.78,3.6,11.36,5.99,33.22,25.92,0.519,110.43,106.8,20.85
21900040,1,116.3,0.589,27.07,0.729,28.67,0.355,24.61,14.39,11.81,36.8,9.36,7.74,18.12,8.04,35.79,22.15,0.503,111.55,105.11,21.31,107.88,0.548,22.11,0.751,36.26,0.359,23.57,13.92,11.23,31.09,6.17,4.49,13.45,7.21,34.56,24.75,0.548,104.89,112.11,18.19
21900041,1,113.1,0.575,22.26,0.745,30.28,0.379,24.94,14.58,10.46,34.29,7.12,4.79,14.55,7.27,37.59,22.58,0.534,107.47,111.13,18.59,112.85,0.574,19.89,0.79,27.43,0.375,27.94,12.92,9.29,34.75,6.99,5.25,14.76,6.51,35.95,21.68,0.515,108.27,106.52,19.1
21900042,1,108.98,0.53,25.55,0.697,26.37,0.333,23.79,14.65,12.3,36.56,8.09,5.27,13.57,7.95,33.95,24.91,0.539,106.23,110.88,22.15,112.59,0.545,21.85,0.777,36.88,0.349,23.79,15.25,10.38,32.88,10.38,3.35,17.28,8.24,31.17,22.5,0.549,105.56,107.66,20.77
21900043,0,123.41,0.572,25.66,0.785,36.7,0.342,24.36,16.89,10.18,34.64,8.12,5.09,15.06,7.77,37.4,23.22,0.541,107.09,113.16,21.33,117.4,0.57,26.08,0.759,30.19,0.369,28.13,15.04,10.17,35.92,8.55,5.63,15.94,8.48,35.69,17.97,0.515,109.53,106.67,21.1
21900044,1,112.45,0.574,22.69,0.804,37.68,0.374,27.42,14.3,6.91,34.43,9.17,4.44,17.71,7.66,32.81,26.37,0.503,109.43,103.76,19.93,112.57,0.539,22.94,0.778,34.62,0.34,25.49,12.42,9.03,34.94,8.92,5.1,15.9,7.43,30.9,20.25,0.539,106.49,107.52,16.35
21900045,1,123.83,0.574,28.28,0.781,43.9,0.347,22.19,14.83,10.41,34.76,8.15,4.71,14.72,8.32,32.72,21.78,0.522,111.9,108.65,20.33,113.94,0.573,26.38,0.796,29.75,0.362,23.12,13.36,7.97,34.57,7.41,3.93,13.73,7.59,34.36,22.05,0.522,109.95,106.84,17.06
21900046,1,129.47,0.592,28.59,0.754,38.47,0.359,30.01,15.6,8.93,42.76,7.86,5.84,14.92,8.71,42.46,29.94,0.492,111.85,100.19,18.46,114.34,0.559,19.93,0.784,34.62,0.37,21.92,15.84,10.49,33.25,6.5,2.62,11.97,7.26,31.69,22.51,0.563,106.27,114.14,16.68
21900047,0,108.33,0.583,23.75,0.74,38.43,0.372,24.86,15.11,10.15,36.9,7.04,5.44,14.32,7.85,42.69,24.52,0.54,108.68,111.13,22.88,107.9,0.542,22.04,0.809,34.76,0.324,29.53,15.56,7.84,31.92,8.18,3.63,15.95,7.11,32.01,25.58,0.559,104.03,111.92,18.85
21900048,1,119.59,0.574,24.1,0.846,30.71,0.37,25.38,12.28,7.53,35.0,7.18,4.75,13.7,7.64,34.88,23.19,0.546,110.28,112.12,18.43,118.9,0.578,23.29,0.806,32.96,0.39,22.24,12.68,10.3,36.28,6.21,6.63,12.46,6.65,40.38,21.78,0.525,111.35,111.81,21.52
21900049,0,118.9,0.58,26.29,0.828,36.08,0.36,27.72,14.3,9.02,33.88,7.26,3.52,14.36,6.98,36.7,21.62,0.551,111.23,110.09,22.44,113.6,0.586,25.07,0.783,35.52,0.381,24.64,15.25,7.57,34.77,6.08,3.95,11.59,6.42,34.39,22.3,0.515,110.8,107.5,18.88
21900050,0,110.45,0.579,20.95,0.771,35.35,0.382,24.93,13.38,8.79,30.65,7.97,3.68,16.93,7.01,32.2,27.43,0.543,109.37,110.93,19.72,115.19,0.565,20.43,0.822,33.26,0.37,27.06,12.73,8.77,30.48,8.45,3.64,15.5,7.24,27.35,22.89,0.529,111.82,108.41,17.54
21900051,1,119.59,0.583,28.61,0.783,30.25,0.372,24.27,13.83,11.72,37.28,7.27,5.16,15.04,7.0,37.68,24.61,0.5,112.8,106.08,22.04,107.88,0.548,22.11,0.751,36.26,0.359,23.57,13.92,11.23,31.09,6.17,4.49,13.45,7.21,34.56,24.75,0.548,104.89,112.11,18.19
21900052,1,114.42,0.566,26.53,0.784,33.29,0.366,28.89,15.06,7.68,35.03,6.56,3.69,12.81,6.54,30.66,25.66,0.513,110.83,106.79,18.34,123.41,0.572,25.66,0.785,36.7,0.342,24.36,16.89,10.18,34.64,8.12,5.09,15.06,7.77,37.4,23.22,0.541,107.09,113.16,21.33
21900053,0,115.19,0.565,20.43,0.822,33.26,0.37,27.06,12.73,8.77,30.48,8.45,3.64,15.5,7.24,27.35,22.89,0.529,111.82,108.41,17.54,120.92,0.59,27.24,0.775,42.53,0.37,23.69,12.49,11.09,37.25,6.35,5.28,13.08,6.51,42.71,24.43,0.519,115.1,109.67,19.49
21900054,1,116.3,0.589,27.07,0.729,28.67,0.355,24.61,14.39,11.81,36.8,9.36,7.74,18.12,8.04,35.79,22.15,0.503,111.55,105.11,21.31,119.59,0.568,24.08,0.762,31.45,0.353,25.6,15.08,11.34,38.81,7.83,6.43,15.7,7.54,45.39,26.29,0.519,107.8,108.48,22.8
21900055,1,114.34,0.559,19.93,0.784,34.62,0.37,21.92,15.84,10.49,33.25,6.5,2.62,11.97,7.26,31.69,22.51,0.563,106.27,114.14,16.68,112.59,0.545,21.85,0.777,36.88,0.349,23.79,15.25,10.38,32.88,10.38,3.35,17.28,8.24,31.17,22.5,0.549,105.56,107.66,20.77
21900056,1,112.57,0.539,22.94,0.778,34.62,0.34,25.49,12.42,9.03,34.94,8.92,5.1,15.9,7.43,30.9,20.25,0.539,106.49,107.52,16.35,110.67,0.538,25.41,0.709,30.11,0.344,17.64,13.32,11.72,36.14,7.16,5.18,11.86,7.35,33.6,24.68,0.547,105.44,110.4,21.96
21900057,1,115.31,0.566,26.07,0.757,29.35,0.357,26.51,14.73,10.91,36.98,8.62,5.78,16.04,8.63,36.0,18.41,0.514,109.19,106.32,20.95,119.51,0.56,28.23,0.763,39.98,0.343,25.59,16.48,9.89,31.74,8.68,5.93,17.37,7.72,34.82,23.1,0.538,108.27,110.92,20.43
21900058,1,114.15,0.568,22.69,0.834,38.22,0.369,26.48,12.7,8.47,32.22,8.11,5.17,16.48,7.66,33.32,26.09,0.514,112.17,105.09,20.13,130.64,0.597,28.79,0.756,40.23,0.367,29.65,15.38,8.36,41.7,7.01,5.9,13.91,8.08,42.87,29.84,0.486,111.61,100.55,18.58
21900059,0,128.4,0.564,27.87,0.757,38.83,0.358,28.71,15.45,10.96,37.37,6.68,4.49,12.31,7.75,38.65,21.93,0.514,109.45,109.26,18.9,114.41,0.572,20.54,0.808,30.12,0.378,24.16,12.13,8.41,34.59,7.13,5.0,14.89,6.23,36.21,23.64,0.514,108.67,106.88,19.26
21900060,1,112.45,0.574,22.69,0.804,37.68,0.374,27.42,14.3,6.91,34.43,9.17,4.44,17.71,7.66,32.81,26.37,0.503,109.43,103.76,19.93,111.24,0.576,21.83,0.747,31.31,0.384,25.36,14.22,9.92,32.3,7.28,4.52,14.61,7.31,36.56,21.8,0.535,107.9,111.04,17.64
21900061,0,124.25,0.568,24.81,0.815,35.57,0.384,26.62,13.53,9.07,31.02,7.05,3.7,12.44,7.0,35.12,22.55,0.566,110.08,115.09,19.04,123.83,0.574,28.28,0.781,43.9,0.347,22.19,14.83,10.41,34.76,8.15,4.71,14.72,8.32,32.72,21.78,0.522,111.9,108.65,20.33
21900062,0,114.35,0.578,25.66,0.823,30.95,0.362,22.41,13.42,6.19,32.91,7.94,4.55,15.66,7.59,33.0,21.93,0.518,109.49,106.71,18.69,121.11,0.582,22.39,0.808,35.66,0.396,22.02,11.84,9.74,33.33,6.16,6.53,12.9,6.63,38.79,21.08,0.525,111.98,111.83,20.33
21900063,1,113.6,0.586,25.07,0.783,35.52,0.381,24.64,15.25,7.57,34.77,6.08,3.95,11.59,6.42,34.39,22.3,0.515,110.8,107.5,18.88,99.88,0.575,22.86,0.737,27.72,0.359,20.95,12.26,12.26,35.64,6.26,4.98,13.07,6.34,38.62,23.34,0.506,111.66,106.38,23.12
21900064,0,110.45,0.579,20.95,0.771,35.35,0.382,24.93,13.38,8.79,30.65,7.97,3.68,16.93,7.01,32.2,27.43,0.543,109.37,110.93,19.72,105.48,0.544,20.6,0.765,38.16,0.354,24.88,13.96,9.57,30.06,6.87,3.71,13.79,7.51,30.62,25.91,0.552,104.93,111.84,17.56
21900065,0,111.07,0.539,22.94,0.832,38.05,0.336,29.78,15.22,6.29,30.11,8.16,2.65,15.63,7.2,26.94,25.16,0.561,103.99,111.54,18.09,118.9,0.58,26.29,0.828,36.08,0.36,27.72,14.3,9.02,33.88,7.26,3.52,14.36,6.98,36.7,21.62,0.551,111.23,110.09,22.44
21900066,0,106.67,0.572,18.84,0.736,29.16,0.333,16.36,13.39,12.09,36.39,8.18,6.28,15.51,7.53,45.37,24.98,0.543,106.19,112.98,24.53,117.56,0.588,26.96,0.803,36.27,0.382,28.04,14.72,7.25,35.62,7.04,3.68,13.77,6.9,32.48,25.58,0.525,111.47,107.98,18.4
21900067,1,111.76,0.569,22.79,0.749,41.45,0.37,29.08,15.8,8.82,34.58,8.02,5.04,17.05,7.83,35.83,24.69,0.527,109.15,110.52,20.95,112.05,0.567,19.9,0.822,32.59,0.365,25.61,12.35,9.15,29.39,8.23,4.0,15.72,7.12,28.64,23.11,0.53,111.31,109.08,18.98
21900068,1,119.59,0.583,28.61,0.783,30.25,0.372,24.27,13.83,11.72,37.28,7.27,5.16,15.04,7.0,37.68,24.61,0.5,112.8,106.08,22.04,119.59,0.574,24.1,0.846,30.71,0.37,25.38,12.28,7.53,35.0,7.18,4.75,13.7,7.64,34.88,23.19,0.546,110.28,112.12,18.43
21900069,1,128.4,0.564,27.87,0.757,38.83,0.358,28.71,15.45,10.96,37.37,6.68,4.49,12.31,7.75,38.65,21.93,0.514,109.45,109.26,18.9,123.83,0.574,28.28,0.781,43.9,0.347,22.19,14.83,10.41,34.76,8.15,4.71,14.72,8.32,32.72,21.78,0.522,111.9,108.65,20.33
21900070,1,113.85,0.571,19.22,0.82,27.37,0.384,29.61,12.74,7.82,32.85,7.6,3.13,15.87,6.84,29.85,23.72,0.516,108.87,106.92,18.32,114.34,0.559,19.93,0.784,34.62,0.37,21.92,15.84,10.49,33.25,6.5,2.62,11.97,7.26,31.69,22.51,0.563,106.27,114.14,16.68
21900071,0,112.57,0.539,22.94,0.778,34.62,0.34,25.49,12.42,9.03,34.94,8.92,5.1,15.9,7.43,30.9,20.25,0.539,106.49,107.52,16.35,129.47,0.592,28.59,0.754,38.47,0.359,30.01,15.6,8.93,42.76,7.86,5.84,14.92,8.71,42.46,29.94,0.492,111.85,100.19,18.46
21900072,1,114.15,0.568,22.69,0.834,38.22,0.369,26.48,12.7,8.47,32.22,8.11,5.17,16.48,7.66,33.32,26.09,0.514,112.17,105.09,20.13,109.7,0.537,25.26,0.709,31.16,0.344,17.81,13.56,11.7,36.47,7.11,5.24,12.06,7.37,34.45,24.83,0.547,105.46,110.24,22.43
21900073,1,112.59,0.545,21.85,0.777,36.88,0.349,23.79,15.25,10.38,32.88,10.38,3.35,17.28,8.24,31.17,22.5,0.549,105.56,107.66,20.77,113.1,0.575,22.26,0.745,30.28,0.379,24.94,14.58,10.46,34.29,7.12,4.79,14.55,7.27,37.59,22.58,0.534,107.47,111.13,18.59
21900074,0,120.92,0.59,27.24,0.775,42.53,0.37,23.69,12.49,11.09,37.25,6.35,5.28,13.08,6.51,42.71,24.43,0.519,115.1,109.67,19.49,120.07,0.577,27.94,0.737,32.76,0.349,24.99,14.78,10.26,35.18,8.98,6.29,16.81,8.03,32.74,22.4,0.503,111.38,105.07,20.08
21900075,1,110.45,0.579,20.95,0.771,35.35,0.382,24.93,13.38,8.79,30.65,7.97,3.68,16.93,7.01,32.2,27.43,0.543,109.37,110.93,19.72,113.6,0.586,25.07,0.783,35.52,0.381,24.64,15.25,7.57,34.77,6.08,3.95,11.59,6.42,34.39,22.3,0.515,110.8,107.5,18.88
21900076,0,111.07,0.539,22.94,0.832,38.05,0.336,29.78,15.22,6.29,30.11,8.16,2.65,15.63,7.2,26.94,25.16,0.561,103.99,111.54,18.09,117.73,0.582,24.46,0.823,30.03,0.371,23.53,11.42,9.06,35.06,6.14,6.29,11.83,6.96,41.85,22.55,0.537,110.79,111.65,18.8
21900077,1,114.35,0.578,25.66,0.823,30.95,0.362,22.41,13.42,6.19,32.91,7.94,4.55,15.66,7.59,33.0,21.93,0.518,109.49,106.71,18.69,111.76,0.569,22.79,0.749,41.45,0.37,29.08,15.8,8.82,34.58,8.02,5.04,17.05,7.83,35.83,24.69,0.527,109.15,110.52,20.95
21900078,1,104.62,0.579,20.92,0.73,33.25,0.391,21.15,13.23,10.41,34.5,7.13,4.64,15.11,7.25,38.17,22.59,0.533,107.42,110.79,19.57,128.4,0.564,27.87,0.757,38.83,0.358,28.71,15.45,10.96,37.37,6.68,4.49,12.31,7.75,38.65,21.93,0.514,109.45,109.26,18.9
21900079,0,112.57,0.539,22.94,0.778,34.62,0.34,25.49,12.42,9.03,34.94,8.92,5.1,15.9,7.43,30.9,20.25,0.539,106.49,107.52,16.35,112.05,0.567,19.9,0.822,32.59,0.365,25.61,12.35,9.15,29.39,8.23,4.0,15.72,7.12,28.64,23.11,0.53,111.31,109.08,18.98
21900080,0,124.25,0.568,24.81,0.815,35.57,0.384,26.62,13.53,9.07,31.02,7.05,3.7,12.44,7.0,35.12,22.55,0.566,110.08,115.09,19.04,106.38,0.541,24.67,0.755,36.68,0.327,23.87,15.32,9.15,29.71,9.28,6.06,18.86,7.71,31.35,23.15,0.537,106.57,109.48,20.57
21900081,0,119.65,0.571,22.85,0.759,31.05,0.358,27.42,14.41,10.66,37.03,7.38,6.21,14.09,7.28,44.87,27.06,0.513,107.48,108.88,21.56,118.9,0.58,26.29,0.828,36.08,0.36,27.72,14.3,9.02,33.88,7.26,3.52,14.36,6.98,36.7,21.62,0.551,111.23,110.09,22.44
