21500036,1,100.19,0.552,23.48,0.787,16.89,0.333,20.72,12.01,10.62,31.02,8.39,4.46,19.76,99.41,0.567,20.05,0.791,18.66,0.351,25.2,15.12,9.22,31.53,8.26,3.65,17.05
21500037,0,109.79,0.622,23.93,0.754,30.96,0.381,23.02,14.52,11.46,33.69,6.81,4.65,21.78,109.13,0.58,24.26,0.76,25.58,0.352,21.41,17.02,12.41,34.8,8.34,4.17,21.19
21500038,1,119.56,0.616,30.83,0.713,25.08,0.379,26.3,13.04,8.07,34.36,8.07,4.64,19.23,112.27,0.568,28.07,0.727,23.86,0.361,27.44,17.14,9.25,34.38,9.25,3.78,19.24
21500039,0,104.78,0.598,24.63,0.795,28.66,0.352,22.05,11.87,8.96,35.49,7.05,5.71,17.57,104.47,0.622,20.6,0.79,26.51,0.365,26.63,15.25,8.53,34.48,9.67,6.03,18.78
21500040,0,108.22,0.579,23.88,0.794,28.37,0.328,25.19,13.36,10.63,31.88,10.08,4.05,21.14,109.3,0.661,20.81,0.816,20.93,0.383,26.43,13.03,9.45,34.08,8.37,5.98,16.14
21500041,1,105.56,0.559,25.28,0.748,18.91,0.332,20.15,13.36,10.07,35.05,6.78,6.68,16.96,105.2,0.648,25.24,0.761,37.32,0.353,25.97,14.49,8.21,25.85,10.99,3.62,20.41
21500042,1,105.4,0.582,28.13,0.781,24.52,0.377,18.68,11.89,10.4,32.69,8.07,5.1,18.36,99.13,0.608,22.88,0.764,19.2,0.347,27.6,15.52,9.2,31.39,8.39,5.06,19.55
21500043,1,104.93,0.578,23.87,0.783,18.26,0.373,25.08,14.3,12.76,37.62,6.38,6.6,17.71,102.73,0.577,20.52,0.767,20.63,0.347,25.74,13.36,9.67,31.17,8.25,4.13,18.57
21500044,1,118.29,0.63,28.94,0.786,23.19,0.357,25.73,16.68,12.81,37.11,7.4,6.41,18.78,104.92,0.572,25.82,0.777,24.2,0.341,24.2,14.1,11.28,32.44,7.49,4.23,19.2
21500045,0,107.65,0.582,28.04,0.807,29.31,0.319,18.12,13.5,9.81,30.46,7.04,4.04,18.58,102.18,0.581,21.79,0.813,30.48,0.363,25.22,12.45,6.76,29.95,6.87,2.25,17.5
21500046,0,97.65,0.588,22.01,0.703,29.58,0.347,17.72,15.13,9.82,32.51,8.47,6.55,21.34,104.91,0.654,22.28,0.735,28.29,0.371,23.22,12.97,11.08,35.13,6.37,3.77,19.69
21500047,0,99.41,0.567,20.05,0.791,18.66,0.351,25.2,15.12,9.22,31.53,8.26,3.65,17.05,99.63,0.614,23.49,0.759,16.89,0.356,27.66,15.74,10.18,32.29,8.33,4.98,20.25
21500048,0,101.49,0.625,23.72,0.808,21.81,0.346,21.09,12.58,10.54,33.79,6.11,5.63,18.69,109.3,0.661,20.81,0.816,20.93,0.383,26.43,13.03,9.45,34.08,8.37,5.98,16.14
21500049,1,106.78,0.615,30.49,0.694,30.83,0.35,24.19,15.3,11.25,32.52,10.58,5.06,21.04,118.29,0.63,28.94,0.786,23.19,0.357,25.73,16.68,12.81,37.11,7.4,6.41,18.78
21500050,0,108.46,0.612,29.75,0.81,16.63,0.34,22.85,14.48,9.84,30.2,7.92,4.75,18.21,109.79,0.622,23.93,0.754,30.96,0.381,23.02,14.52,11.46,33.69,6.81,4.65,21.78
21500051,1,118.53,0.671,23.0,0.759,33.88,0.415,29.8,14.62,8.95,33.2,8.84,4.76,18.13,100.19,0.552,23.48,0.787,16.89,0.333,20.72,12.01,10.62,31.02,8.39,4.46,19.76
21500052,1,119.56,0.616,30.83,0.713,25.08,0.379,26.3,13.04,8.07,34.36,8.07,4.64,19.23,109.13,0.58,24.26,0.76,25.58,0.352,21.41,17.02,12.41,34.8,8.34,4.17,21.19
21500053,1,104.78,0.598,24.63,0.795,28.66,0.352,22.05,11.87,8.96,35.49,7.05,5.71,17.57,104.93,0.578,23.87,0.783,18.26,0.373,25.08,14.3,12.76,37.62,6.38,6.6,17.71
21500054,0,100.1,0.558,24.43,0.647,27.91,0.348,19.52,13.41,11.99,32.71,7.31,3.16,18.32,108.65,0.593,24.92,0.778,24.7,0.359,21.15,14.84,8.97,33.56,9.08,5.21,20.16
21500055,0,107.04,0.566,28.38,0.761,17.48,0.335,23.24,14.5,10.08,35.27,7.61,6.58,18.2,108.4,0.644,20.83,0.807,28.17,0.366,27.22,15.5,8.88,33.73,9.11,5.92,19.41
21500056,0,112.82,0.572,24.02,0.799,28.1,0.355,24.45,13.08,7.72,28.63,8.47,4.29,18.12,102.73,0.577,20.52,0.767,20.63,0.347,25.74,13.36,9.67,31.17,8.25,4.13,18.57
21500057,0,102.18,0.581,21.79,0.813,30.48,0.363,25.22,12.45,6.76,29.95,6.87,2.25,17.5,105.4,0.582,28.13,0.781,24.52,0.377,18.68,11.89,10.4,32.69,8.07,5.1,18.36
21500058,0,97.83,0.608,20.08,0.719,22.0,0.364,26.18,14.78,9.7,30.35,8.69,3.5,19.29,100.19,0.552,23.48,0.787,16.89,0.333,20.72,12.01,10.62,31.02,8.39,4.46,19.76
21500059,0,107.65,0.582,28.04,0.807,29.31,0.319,18.12,13.5,9.81,30.46,7.04,4.04,18.58,101.11,0.565,24.35,0.78,26.53,0.333,23.91,13.98,9.17,29.26,6.99,4.04,18.23
21500060,1,102.52,0.62,22.64,0.801,20.86,0.352,22.04,14.81,10.19,32.83,8.65,4.5,18.61,112.39,0.619,23.98,0.793,25.24,0.342,24.78,13.95,11.87,34.47,9.34,4.5,21.21
21500061,1,106.87,0.6,21.86,0.754,25.04,0.368,26.47,13.73,8.02,29.66,8.57,3.51,17.9,109.3,0.661,20.81,0.816,20.93,0.383,26.43,13.03,9.45,34.08,8.37,5.98,16.14
21500062,1,108.79,0.64,22.19,0.785,24.69,0.353,29.7,16.7,9.07,35.07,10.02,5.96,18.97,99.41,0.567,20.05,0.791,18.66,0.351,25.2,15.12,9.22,31.53,8.26,3.65,17.05
21500063,1,105.54,0.722,24.32,0.741,25.76,0.367,24.05,13.8,11.83,37.33,5.91,4.07,19.85,101.49,0.625,23.72,0.808,21.81,0.346,21.09,12.58,10.54,33.79,6.11,5.63,18.69
21500064,1,106.78,0.615,30.49,0.694,30.83,0.35,24.19,15.3,11.25,32.52,10.58,5.06,21.04,102.73,0.577,20.52,0.767,20.63,0.347,25.74,13.36,9.67,31.17,8.25,4.13,18.57
21500065,1,101.53,0.612,22.75,0.779,18.52,0.346,23.44,13.95,9.95,30.53,7.66,4.57,18.29,94.51,0.615,22.31,0.683,23.87,0.342,17.87,14.75,9.96,30.58,7.44,6.84,20.75
21500066,0,118.29,0.63,28.94,0.786,23.19,0.357,25.73,16.68,12.81,37.11,7.4,6.41,18.78,105.4,0.582,28.13,0.781,24.52,0.377,18.68,11.89,10.4,32.69,8.07,5.1,18.36
21500067,1,107.73,0.561,25.07,0.77,22.72,0.338,22.4,17.6,11.73,32.75,8.32,4.05,21.65,97.83,0.608,20.08,0.719,22.0,0.364,26.18,14.78,9.7,30.35,8.69,3.5,19.29
21500068,0,104.88,0.588,27.7,0.734,21.88,0.362,18.58,14.18,11.54,32.32,7.26,5.39,18.91,109.79,0.622,23.93,0.754,30.96,0.381,23.02,14.52,11.46,33.69,6.81,4.65,21.78
21500069,1,118.53,0.671,23.0,0.759,33.88,0.415,29.8,14.62,8.95,33.2,8.84,4.76,18.13,119.56,0.616,30.83,0.713,25.08,0.379,26.3,13.04,8.07,34.36,8.07,4.64,19.23
21500070,1,104.93,0.578,23.87,0.783,18.26,0.373,25.08,14.3,12.76,37.62,6.38,6.6,17.71,118.29,0.63,28.94,0.786,23.19,0.357,25.73,16.68,12.81,37.11,7.4,6.41,18.78
21500071,0,108.46,0.612,29.75,0.81,16.63,0.34,22.85,14.48,9.84,30.2,7.92,4.75,18.21,103.77,0.569,25.32,0.743,17.36,0.351,20.88,13.44,10.13,34.94,6.93,6.93,17.36
21500072,0,102.18,0.581,21.79,0.813,30.48,0.363,25.22,12.45,6.76,29.95,6.87,2.25,17.5,104.78,0.598,24.63,0.795,28.66,0.352,22.05,11.87,8.96,35.49,7.05,5.71,17.57
21500073,0,104.92,0.572,25.82,0.777,24.2,0.341,24.2,14.1,11.28,32.44,7.49,4.23,19.2,104.88,0.588,27.7,0.734,21.88,0.362,18.58,14.18,11.54,32.32,7.26,5.39,18.91
21500074,1,109.79,0.622,23.93,0.754,30.96,0.381,23.02,14.52,11.46,33.69,6.81,4.65,21.78,100.19,0.552,23.48,0.787,16.89,0.333,20.72,12.01,10.62,31.02,8.39,4.46,19.76
21500075,1,95.74,0.617,19.85,0.772,25.88,0.354,25.42,12.77,7.78,29.36,8.36,3.6,18.8,105.4,0.582,28.13,0.781,24.52,0.377,18.68,11.89,10.4,32.69,8.07,5.1,18.36
21500076,1,112.39,0.619,23.98,0.793,25.24,0.342,24.78,13.95,11.87,34.47,9.34,4.5,21.21,106.87,0.6,21.86,0.754,25.04,0.368,26.47,13.73,8.02,29.66,8.57,3.51,17.9
21500077,0,99.41,0.567,20.05,0.791,18.66,0.351,25.2,15.12,9.22,31.53,8.26,3.65,17.05,105.07,0.584,27.1,0.801,24.34,0.316,18.14,13.55,11.25,32.38,7.58,4.36,19.75
21500078,1,105.54,0.722,24.32,0.741,25.76,0.367,24.05,13.8,11.83,37.33,5.91,4.07,19.85,94.51,0.615,22.31,0.683,23.87,0.342,17.87,14.75,9.96,30.58,7.44,6.84,20.75
21500079,0,101.49,0.625,23.72,0.808,21.81,0.346,21.09,12.58,10.54,33.79,6.11,5.63,18.69,104.75,0.616,24.63,0.757,15.93,0.355,23.5,14.58,11.3,31.64,7.46,6.44,19.55
21500080,1,102.84,0.598,24.11,0.772,18.28,0.356,21.42,14.8,10.99,35.1,8.64,5.27,20.07,107.04,0.566,28.38,0.761,17.48,0.335,23.24,14.5,10.08,35.27,7.61,6.58,18.2
21500081,0,112.82,0.572,24.02,0.799,28.1,0.355,24.45,13.08,7.72,28.63,8.47,4.29,18.12,108.4,0.644,20.83,0.807,28.17,0.366,27.22,15.5,8.88,33.73,9.11,5.92,19.41
21500082,0,109.13,0.58,24.26,0.76,25.58,0.352,21.41,17.02,12.41,34.8,8.34,4.17,21.19,100.1,0.558,24.43,0.647,27.91,0.348,19.52,13.41,11.99,32.71,7.31,3.16,18.32
21500083,1,118.53,0.671,23.0,0.759,33.88,0.415,29.8,14.62,8.95,33.2,8.84,4.76,18.13,104.92,0.572,25.82,0.777,24.2,0.341,24.2,14.1,11.28,32.44,7.49,4.23,19.2
21500084,0,97.83,0.608,20.08,0.719,22.0,0.364,26.18,14.78,9.7,30.35,8.69,3.5,19.29,107.91,0.707,27.91,0.751,35.39,0.347,24.71,14.82,8.55,26.58,10.82,3.87,19.77
21500085,0,104.93,0.578,23.87,0.783,18.26,0.373,25.08,14.3,12.76,37.62,6.38,6.6,17.71,104.7,0.624,27.52,0.797,16.33,0.343,23.41,14.39,10.5,31.63,7.88,5.14,19.64
21500087,0,94.51,0.615,22.31,0.683,23.87,0.342,17.87,14.75,9.96,30.58,7.44,6.84,20.75,97.78,0.615,20.47,0.771,22.34,0.351,25.38,13.1,8.07,28.89,8.42,4.21,19.3
21500086,1,105.55,0.625,20.1,0.79,28.9,0.368,26.96,15.19,7.88,34.5,9.37,5.94,18.16,106.87,0.6,21.86,0.754,25.04,0.368,26.47,13.73,8.02,29.66,8.57,3.51,17.9
21500088,1,102.18,0.581,21.79,0.813,30.48,0.363,25.22,12.45,6.76,29.95,6.87,2.25,17.5,107.19,0.598,22.7,0.787,27.53,0.363,20.11,11.35,8.2,30.0,7.53,4.27,18.54
21500089,1,102.49,0.605,23.73,0.767,18.31,0.346,23.84,14.24,9.83,30.28,7.57,5.76,19.32,99.41,0.567,20.05,0.791,18.66,0.351,25.2,15.12,9.22,31.53,8.26,3.65,17.05
21500090,1,109.3,0.661,20.81,0.816,20.93,0.383,26.43,13.03,9.45,34.08,8.37,5.98,16.14,104.78,0.598,24.63,0.795,28.66,0.352,22.05,11.87,8.96,35.49,7.05,5.71,17.57
21500091,1,104.88,0.588,27.7,0.734,21.88,0.362,18.58,14.18,11.54,32.32,7.26,5.39,18.91,100.19,0.552,23.48,0.787,16.89,0.333,20.72,12.01,10.62,31.02,8.39,4.46,19.76
21500092,0,94.66,0.647,19.32,0.692,21.14,0.356,23.57,14.34,11.3,32.93,8.75,4.13,20.54,118.53,0.671,23.0,0.759,33.88,0.415,29.8,14.62,8.95,33.2,8.84,4.76,18.13
21500093,0,112.3,0.646,29.02,0.682,25.94,0.37,17.53,11.96,8.29,35.54,6.75,5.09,19.9,107.95,0.643,31.35,0.697,31.59,0.346,23.16,15.44,10.93,32.42,10.45,4.99,19.83
21500094,1,105.54,0.722,24.32,0.741,25.76,0.367,24.05,13.8,11.83,37.33,5.91,4.07,19.85,101.19,0.621,22.82,0.76,18.86,0.364,20.61,14.67,11.88,35.52,8.73,5.59,20.38
21500095,1,101.49,0.625,23.72,0.808,21.81,0.346,21.09,12.58,10.54,33.79,6.11,5.63,18.69,105.79,0.576,26.33,0.798,29.57,0.316,17.67,13.63,9.82,31.18,7.51,3.58,18.71
21500096,1,107.04,0.566,28.38,0.761,17.48,0.335,23.24,14.5,10.08,35.27,7.61,6.58,18.2,107.08,0.607,28.37,0.79,22.85,0.377,19.32,12.14,10.71,34.11,7.18,5.52,18.99
21500097,1,118.29,0.63,28.94,0.786,23.19,0.357,25.73,16.68,12.81,37.11,7.4,6.41,18.78,107.73,0.561,25.07,0.77,22.72,0.338,22.4,17.6,11.73,32.75,8.32,4.05,21.65
21500098,0,109.79,0.622,23.93,0.754,30.96,0.381,23.02,14.52,11.46,33.69,6.81,4.65,21.78,100.1,0.558,24.43,0.647,27.91,0.348,19.52,13.41,11.99,32.71,7.31,3.16,18.32
21500099,1,108.65,0.593,24.92,0.778,24.7,0.359,21.15,14.84,8.97,33.56,9.08,5.21,20.16,95.74,0.617,19.85,0.772,25.88,0.354,25.42,12.77,7.78,29.36,8.36,3.6,18.8
21500100,0,95.3,0.66,21.71,0.701,27.04,0.337,17.81,13.65,9.36,27.43,6.24,6.5,21.06,106.81,0.587,22.83,0.811,21.05,0.374,22.16,13.3,9.86,34.57,6.09,5.87,16.62
21500101,0,104.47,0.622,20.6,0.79,26.51,0.365,26.63,15.25,8.53,34.48,9.67,6.03,18.78,108.46,0.612,29.75,0.81,16.63,0.34,22.85,14.48,9.84,30.2,7.92,4.75,18.21
21500102,1,105.98,0.588,26.58,0.777,24.23,0.341,21.67,13.85,11.39,32.39,7.59,4.69,18.65,109.79,0.622,23.93,0.754,30.96,0.381,23.02,14.52,11.46,33.69,6.81,4.65,21.78
21500103,0,110.0,0.587,27.5,0.703,21.87,0.354,24.52,16.68,11.71,37.66,9.17,4.86,20.76,109.3,0.661,20.81,0.816,20.93,0.383,26.43,13.03,9.45,34.08,8.37,5.98,16.14
21500104,1,114.79,0.663,22.27,0.741,31.36,0.417,30.36,14.74,10.19,36.9,8.53,6.32,19.5,100.1,0.558,24.43,0.647,27.91,0.348,19.52,13.41,11.99,32.71,7.31,3.16,18.32
21500105,1,119.56,0.616,30.83,0.713,25.08,0.379,26.3,13.04,8.07,34.36,8.07,4.64,19.23,100.19,0.552,23.48,0.787,16.89,0.333,20.72,12.01,10.62,31.02,8.39,4.46,19.76
21500106,1,104.91,0.654,22.28,0.735,28.29,0.371,23.22,12.97,11.08,35.13,6.37,3.77,19.69,104.88,0.588,27.7,0.734,21.88,0.362,18.58,14.18,11.54,32.32,7.26,5.39,18.91
21500107,0,102.1,0.638,21.62,0.754,23.52,0.357,25.88,13.23,9.1,32.26,8.39,4.02,18.91,118.29,0.63,28.94,0.786,23.19,0.357,25.73,16.68,12.81,37.11,7.4,6.41,18.78
21500108,1,103.77,0.569,25.32,0.743,17.36,0.351,20.88,13.44,10.13,34.94,6.93,6.93,17.36,92.83,0.611,23.83,0.8,19.66,0.327,16.33,12.27,11.32,32.41,7.39,4.53,19.9
21500109,0,105.41,0.624,29.87,0.778,19.8,0.37,20.49,12.93,11.33,34.79,7.21,6.07,19.57,101.49,0.625,23.72,0.808,21.81,0.346,21.09,12.58,10.54,33.79,6.11,5.63,18.69
21500110,0,102.49,0.605,23.73,0.767,18.31,0.346,23.84,14.24,9.83,30.28,7.57,5.76,19.32,112.39,0.619,23.98,0.793,25.24,0.342,24.78,13.95,11.87,34.47,9.34,4.5,21.21
21500111,0,99.26,0.709,22.95,0.814,17.88,0.351,18.41,13.07,10.54,32.55,6.8,5.34,20.01,104.78,0.598,24.63,0.795,28.66,0.352,22.05,11.87,8.96,35.49,7.05,5.71,17.57
21500112,1,112.82,0.572,24.02,0.799,28.1,0.355,24.45,13.08,7.72,28.63,8.47,4.29,18.12,102.18,0.581,21.79,0.813,30.48,0.363,25.22,12.45,6.76,29.95,6.87,2.25,17.5
21500113,1,104.78,0.598,24.63,0.795,28.66,0.352,22.05,11.87,8.96,35.49,7.05,5.71,17.57,101.59,0.586,22.11,0.81,22.44,0.36,19.12,11.72,9.73,33.16,5.31,5.2,18.02
21500114,1,106.03,0.592,20.02,0.764,22.99,0.359,24.2,13.31,10.01,32.78,8.14,4.4,19.14,97.49,0.617,24.85,0.802,22.21,0.33,16.33,12.49,11.41,31.94,7.32,4.44,19.69
21500115,0,93.06,0.655,21.37,0.693,27.13,0.338,21.5,14.81,8.0,27.39,6.82,5.77,20.45,105.41,0.624,29.87,0.778,19.8,0.37,20.49,12.93,11.33,34.79,7.21,6.07,19.57
21500116,0,108.54,0.623,26.01,0.79,24.34,0.322,26.6,14.25,12.94,36.22,9.62,4.63,22.8,105.65,0.601,23.12,0.763,23.34,0.368,19.77,14.52,11.06,34.84,8.71,5.7,21.0
21500117,1,104.47,0.622,20.6,0.79,26.51,0.365,26.63,15.25,8.53,34.48,9.67,6.03,18.78,92.24,0.641,18.18,0.777,27.88,0.366,20.14,11.05,8.6,28.13,7.0,2.58,19.53
21500118,1,100.49,0.611,23.25,0.817,28.2,0.351,24.52,12.2,8.06,30.39,7.02,2.42,18.53,119.56,0.616,30.83,0.713,25.08,0.379,26.3,13.04,8.07,34.36,8.07,4.64,19.23
21500119,0,104.33,0.61,31.22,0.683,27.33,0.35,23.22,15.33,11.78,33.44,10.11,5.78,21.0,99.41,0.567,20.05,0.791,18.66,0.351,25.2,15.12,9.22,31.53,8.26,3.65,17.05
21500120,0,100.19,0.552,23.48,0.787,16.89,0.333,20.72,12.01,10.62,31.02,8.39,4.46,19.76,114.79,0.663,22.27,0.741,31.36,0.417,30.36,14.74,10.19,36.9,8.53,6.32,19.5
21500121,1,105.98,0.588,26.58,0.777,24.23,0.341,21.67,13.85,11.39,32.39,7.59,4.69,18.65,99.87,0.652,23.03,0.765,20.32,0.352,26.48,14.9,9.11,30.17,7.76,5.79,20.32
21500122,1,110.0,0.587,27.5,0.703,21.87,0.354,24.52,16.68,11.71,37.66,9.17,4.86,20.76,100.1,0.558,24.43,0.647,27.91,0.348,19.52,13.41,11.99,32.71,7.31,3.16,18.32
21500123,0,111.77,0.618,24.47,0.765,30.9,0.387,23.01,14.55,10.38,33.72,6.65,4.51,21.2,109.3,0.661,20.81,0.816,20.93,0.383,26.43,13.03,9.45,34.08,8.37,5.98,16.14
21500124,1,94.88,0.609,21.49,0.728,18.95,0.355,20.06,12.67,9.81,35.59,6.5,6.72,18.07,108.76,0.619,25.42,0.769,25.31,0.363,18.95,13.89,9.18,29.31,7.3,3.41,18.72
21500125,0,109.35,0.651,27.79,0.801,17.2,0.35,15.52,13.35,10.83,30.8,6.38,5.41,19.37,114.79,0.663,22.27,0.741,31.36,0.417,30.36,14.74,10.19,36.9,8.53,6.32,19.5
21500126,1,107.73,0.561,25.07,0.77,22.72,0.338,22.4,17.6,11.73,32.75,8.32,4.05,21.65,102.21,0.657,28.31,0.65,21.04,0.333,17.29,12.03,9.65,37.33,7.14,5.64,20.42
21500127,1,102.89,0.624,22.7,0.764,25.61,0.364,20.95,14.67,11.06,33.06,9.19,4.54,19.9,109.35,0.651,27.79,0.801,17.2,0.35,15.52,13.35,10.83,30.8,6.38,5.41,19.37
