game_id, win_result, home_pts, home_ ts_pct, home.fta, home.ft_pct, home.fg3a, home.fg3_pct, home.ast, home.tov, home.oreb, home.dreb, home.stl, home.blk, home.defl, home.lb_rec, home.cont_2, home.cont_3, home.defg_pct, home.off_rtg, home.def_rtg, home.pf, away.pts, away.ts_pct, away.fta, away.ft_pct, away.fg3a, away.fg3_pct, away.ast, away.tov, away.oreb, away.dreb, away.stl, away.blk, away.defl, away.lb_rec, away.cont_2, away.cont_3, away.defg_pct, away.off_rtg, away.def_rtg, away.pf
21600011,0,106.6,0.536,25.86,0.769,29.02,0.343,26.56,19.07,9.36,33.35,8.78,6.67,17.6,7.71,45.23,19.17,0.51,101.0,106.11,20.71,119.2,0.55,28.8,0.763,29.37,0.341,21.97,16.17,13.66,38.03,8.2,4.55,16.28,7.29,45.61,20.27,0.513,107.61,104.93,21.06
21600012,0,109.81,0.549,27.21,0.798,24.56,0.345,19.39,14.98,11.23,33.37,8.37,3.74,15.77,6.87,35.15,19.89,0.531,105.81,110.88,22.69,104.68,0.557,26.0,0.791,26.57,0.366,23.29,14.92,8.93,35.5,8.14,4.75,17.07,6.84,39.49,23.91,0.532,106.16,109.34,21.14
21600013,1,109.48,0.538,23.39,0.781,33.08,0.347,22.16,14.37,8.46,30.52,8.46,3.12,16.08,7.34,33.97,22.82,0.55,105.29,111.73,18.04,118.89,0.586,27.57,0.758,41.32,0.357,23.77,14.35,11.17,34.25,7.83,4.42,15.33,7.16,41.71,21.75,0.519,113.47,106.83,18.91
21600014,1,107.95,0.56,24.66,0.724,27.4,0.376,22.79,14.9,10.08,33.75,8.11,5.04,16.62,6.41,41.69,23.61,0.511,104.68,105.66,16.99,113.19,0.567,22.2,0.797,25.82,0.374,23.3,13.3,10.66,33.08,8.57,4.07,18.15,7.98,38.79,21.13,0.524,110.51,108.37,20.55
21600015,1,109.5,0.527,24.99,0.798,20.07,0.337,25.18,13.99,11.97,33.44,8.09,5.55,15.76,7.45,44.48,19.93,0.509,106.42,105.83,16.76,113.35,0.576,23.13,0.815,34.66,0.377,24.45,12.11,8.67,33.26,6.89,3.92,14.64,7.65,37.9,20.94,0.5,110.69,107.14,18.88
21600016,0,104.68,0.557,26.0,0.791,26.57,0.366,23.29,14.92,8.93,35.5,8.14,4.75,17.07,6.84,39.49,23.91,0.532,106.16,109.34,21.14,118.25,0.563,26.46,0.789,21.86,0.401,26.82,13.51,10.16,32.71,7.78,4.95,14.65,6.91,42.23,17.43,0.502,110.41,102.2,16.9
21600017,0,109.25,0.564,24.9,0.779,26.38,0.378,21.93,12.93,9.85,32.32,6.99,4.98,14.09,6.68,42.98,20.31,0.51,109.09,109.78,20.03,112.47,0.578,27.98,0.731,25.83,0.383,26.91,13.13,8.39,32.29,7.86,3.66,15.64,7.35,33.42,17.62,0.506,112.5,106.03,17.43
21600018,0,113.48,0.564,25.67,0.818,27.26,0.361,20.44,12.11,9.41,31.76,8.02,3.92,16.75,6.64,36.66,22.32,0.513,111.29,107.48,18.65,112.61,0.576,24.7,0.75,34.23,0.371,23.62,12.99,10.45,34.74,6.61,3.52,13.57,6.94,33.94,21.56,0.509,112.83,108.26,16.53
21600019,1,119.19,0.561,27.05,0.802,34.66,0.353,20.95,16.83,9.1,37.4,7.48,5.24,13.65,7.92,54.36,22.6,0.511,101.96,108.97,20.45,106.35,0.565,23.79,0.82,25.44,0.379,22.7,13.49,7.02,31.9,8.66,4.71,17.08,7.52,35.17,24.14,0.505,107.54,106.76,17.21
21600020,1,98.7,0.523,19.08,0.695,22.5,0.325,18.05,10.51,11.99,36.1,7.08,4.11,14.03,6.31,41.75,18.73,0.513,104.4,105.84,17.71,106.57,0.531,22.95,0.741,24.29,0.336,22.28,13.21,10.97,35.49,6.27,5.6,12.62,7.15,44.26,19.6,0.51,103.44,108.98,19.48
21600021,1,115.84,0.543,28.62,0.757,26.45,0.328,23.6,16.42,13.68,38.19,8.1,4.56,16.44,7.45,45.14,19.93,0.511,107.25,104.98,20.52,109.81,0.549,27.21,0.798,24.56,0.345,19.39,14.98,11.23,33.37,8.37,3.74,15.77,6.87,35.15,19.89,0.531,105.81,110.88,22.69
21600022,0,106.49,0.528,23.66,0.704,24.4,0.361,24.5,14.14,9.74,32.98,7.64,5.34,14.66,6.79,44.99,19.71,0.494,106.37,105.27,20.0,106.84,0.552,25.31,0.81,28.11,0.355,24.19,10.64,8.29,34.61,7.28,4.37,14.26,6.64,37.55,26.02,0.527,107.97,107.1,15.34
21600023,0,94.56,0.542,15.91,0.81,29.57,0.364,25.07,12.39,7.35,28.48,6.77,2.69,14.15,5.9,34.62,20.76,0.512,103.11,105.44,17.78,122.76,0.596,28.8,0.747,39.37,0.361,23.48,14.33,12.15,34.77,7.29,4.93,14.03,7.21,45.66,22.45,0.516,113.91,107.2,19.33
21600024,1,97.97,0.566,21.5,0.716,25.14,0.383,20.09,12.69,9.52,33.25,6.93,5.17,14.34,6.52,42.83,20.09,0.496,107.32,102.84,19.74,109.48,0.538,23.39,0.781,33.08,0.347,22.16,14.37,8.46,30.52,8.46,3.12,16.08,7.34,33.97,22.82,0.55,105.29,111.73,18.04
21600025,0,101.23,0.544,21.19,0.761,26.85,0.363,18.46,10.32,7.73,33.26,7.21,5.38,14.75,6.91,41.12,24.83,0.51,104.22,105.87,15.98,120.51,0.602,23.71,0.827,35.12,0.386,32.72,14.25,7.64,35.12,9.69,5.93,19.21,8.27,40.37,21.58,0.49,115.29,102.19,17.22
21600026,0,106.6,0.536,25.86,0.769,29.02,0.343,26.56,19.07,9.36,33.35,8.78,6.67,17.6,7.71,45.23,19.17,0.51,101.0,106.11,20.71,107.95,0.56,24.66,0.724,27.4,0.376,22.79,14.9,10.08,33.75,8.11,5.04,16.62,6.41,41.69,23.61,0.511,104.68,105.66,16.99
21600027,0,108.01,0.55,23.87,0.812,30.62,0.35,22.69,10.28,8.56,35.75,7.07,4.6,13.94,6.39,41.11,26.02,0.528,108.49,107.21,15.74,113.35,0.576,23.13,0.815,34.66,0.377,24.45,12.11,8.67,33.26,6.89,3.92,14.64,7.65,37.9,20.94,0.5,110.69,107.14,18.88
21600028,1,105.28,0.53,21.81,0.787,25.57,0.359,22.36,12.51,10.07,31.22,6.86,4.87,13.66,6.89,36.23,22.62,0.507,106.59,110.91,18.6,104.42,0.549,25.23,0.797,27.21,0.359,23.37,12.79,9.65,32.67,7.44,4.07,15.09,7.0,35.66,23.72,0.5,106.26,105.4,21.74
21600029,1,112.61,0.576,24.7,0.75,34.23,0.371,23.62,12.99,10.45,34.74,6.61,3.52,13.57,6.94,33.94,21.56,0.509,112.83,108.26,16.53,106.57,0.531,22.95,0.741,24.29,0.336,22.28,13.21,10.97,35.49,6.27,5.6,12.62,7.15,44.26,19.6,0.51,103.44,108.98,19.48
21600030,1,108.06,0.534,24.05,0.8,21.06,0.347,23.21,13.29,11.72,32.92,7.51,5.43,14.42,6.74,45.21,20.53,0.512,106.44,105.58,16.16,103.33,0.57,21.74,0.826,24.19,0.382,21.63,12.71,8.81,32.33,8.69,5.24,17.39,7.51,37.05,24.76,0.508,107.56,106.98,17.72
21600031,1,111.03,0.569,25.53,0.768,18.77,0.366,25.7,14.28,10.17,33.01,8.23,5.69,15.78,7.42,39.93,24.54,0.528,108.38,108.55,19.56,106.8,0.549,23.69,0.803,31.84,0.35,22.14,16.7,7.9,36.63,7.9,3.88,14.74,7.87,45.11,23.66,0.514,101.77,108.81,20.97
21600032,1,112.66,0.575,25.77,0.796,18.15,0.404,21.62,12.41,13.14,39.91,7.6,6.61,14.55,6.82,52.37,18.29,0.483,109.67,101.26,18.33,101.23,0.544,21.19,0.761,26.85,0.363,18.46,10.32,7.73,33.26,7.21,5.38,14.75,6.91,41.12,24.83,0.51,104.22,105.87,15.98
21600033,0,115.74,0.559,26.11,0.788,29.32,0.355,28.11,15.82,10.84,34.97,6.31,3.98,12.65,6.02,42.73,20.5,0.531,111.22,110.38,18.7,109.25,0.564,24.9,0.779,26.38,0.378,21.93,12.93,9.85,32.32,6.99,4.98,14.09,6.68,42.98,20.31,0.51,109.09,109.78,20.03
21600034,1,104.68,0.557,26.0,0.791,26.57,0.366,23.29,14.92,8.93,35.5,8.14,4.75,17.07,6.84,39.49,23.91,0.532,106.16,109.34,21.14,110.71,0.562,24.68,0.815,23.97,0.36,21.94,13.0,10.87,30.17,6.91,4.16,13.77,6.67,38.55,22.76,0.532,109.44,110.26,17.77
21600035,1,112.47,0.578,27.98,0.731,25.83,0.383,26.91,13.13,8.39,32.29,7.86,3.66,15.64,7.35,33.42,17.62,0.506,112.5,106.03,17.43,97.97,0.566,21.5,0.716,25.14,0.383,20.09,12.69,9.52,33.25,6.93,5.17,14.34,6.52,42.83,20.09,0.496,107.32,102.84,19.74
21600036,0,109.81,0.549,27.21,0.798,24.56,0.345,19.39,14.98,11.23,33.37,8.37,3.74,15.77,6.87,35.15,19.89,0.531,105.81,110.88,22.69,123.88,0.603,24.09,0.825,35.62,0.388,32.88,14.5,7.65,35.39,9.71,5.82,19.06,8.18,39.37,21.81,0.485,115.45,102.08,17.35
21600037,0,106.49,0.528,23.66,0.704,24.4,0.361,24.5,14.14,9.74,32.98,7.64,5.34,14.66,6.79,44.99,19.71,0.494,106.37,105.27,20.0,110.51,0.573,24.73,0.778,22.33,0.403,27.32,13.8,10.13,35.36,8.21,4.83,15.29,7.16,42.85,17.63,0.505,109.9,101.32,18.71
21600038,1,98.7,0.523,19.08,0.695,22.5,0.325,18.05,10.51,11.99,36.1,7.08,4.11,14.03,6.31,41.75,18.73,0.513,104.4,105.84,17.71,111.03,0.569,25.53,0.768,18.77,0.366,25.7,14.28,10.17,33.01,8.23,5.69,15.78,7.42,39.93,24.54,0.528,108.38,108.55,19.56
21600040,1,119.2,0.55,28.8,0.763,29.37,0.341,21.97,16.17,13.66,38.03,8.2,4.55,16.28,7.29,45.61,20.27,0.513,107.61,104.93,21.06,109.48,0.538,23.39,0.781,33.08,0.347,22.16,14.37,8.46,30.52,8.46,3.12,16.08,7.34,33.97,22.82,0.55,105.29,111.73,18.04
21600039,1,104.42,0.549,25.23,0.797,27.21,0.359,23.37,12.79,9.65,32.67,7.44,4.07,15.09,7.0,35.66,23.72,0.5,106.26,105.4,21.74,113.19,0.567,22.2,0.797,25.82,0.374,23.3,13.3,10.66,33.08,8.57,4.07,18.15,7.98,38.79,21.13,0.524,110.51,108.37,20.55
21600041,1,118.89,0.586,27.57,0.758,41.32,0.357,23.77,14.35,11.17,34.25,7.83,4.42,15.33,7.16,41.71,21.75,0.519,113.47,106.83,18.91,99.63,0.545,17.27,0.814,30.36,0.365,25.78,13.03,7.76,29.32,6.79,2.76,14.29,6.12,33.75,20.12,0.512,102.95,105.68,18.17
21600042,1,116.96,0.564,27.08,0.821,29.45,0.358,21.15,12.32,8.3,31.06,8.16,3.21,16.73,6.92,33.17,21.53,0.513,111.57,107.41,18.11,115.74,0.559,26.11,0.788,29.32,0.355,28.11,15.82,10.84,34.97,6.31,3.98,12.65,6.02,42.73,20.5,0.531,111.22,110.38,18.7
21600043,0,117.31,0.554,27.34,0.804,32.96,0.352,22.58,17.95,8.06,35.52,7.45,4.88,14.11,8.06,48.05,22.69,0.509,102.57,108.67,21.24,108.06,0.534,24.05,0.8,21.06,0.347,23.21,13.29,11.72,32.92,7.51,5.43,14.42,6.74,45.21,20.53,0.512,106.44,105.58,16.16
21600044,1,107.95,0.56,24.66,0.724,27.4,0.376,22.79,14.9,10.08,33.75,8.11,5.04,16.62,6.41,41.69,23.61,0.511,104.68,105.66,16.99,104.68,0.557,26.0,0.791,26.57,0.366,23.29,14.92,8.93,35.5,8.14,4.75,17.07,6.84,39.49,23.91,0.532,106.16,109.34,21.14
21600045,1,112.47,0.578,27.98,0.731,25.83,0.383,26.91,13.13,8.39,32.29,7.86,3.66,15.64,7.35,33.42,17.62,0.506,112.5,106.03,17.43,101.1,0.554,25.63,0.779,20.43,0.335,17.48,13.94,13.7,38.15,8.5,5.2,16.1,6.84,44.75,19.17,0.526,104.99,110.86,24.33
21600047,1,115.32,0.579,24.62,0.752,35.88,0.375,23.04,13.05,10.52,35.98,6.63,3.89,13.65,6.84,38.69,21.14,0.512,113.68,108.78,16.94,118.89,0.586,27.57,0.758,41.32,0.357,23.77,14.35,11.17,34.25,7.83,4.42,15.33,7.16,41.71,21.75,0.519,113.47,106.83,18.91
21600046,0,105.18,0.542,24.44,0.783,30.93,0.344,26.56,18.3,9.44,34.35,9.21,6.73,18.75,7.7,43.38,18.98,0.511,101.64,106.03,20.9,106.57,0.531,22.95,0.741,24.29,0.336,22.28,13.21,10.97,35.49,6.27,5.6,12.62,7.15,44.26,19.6,0.51,103.44,108.98,19.48
21600048,1,108.58,0.566,22.58,0.827,22.75,0.382,22.54,13.07,9.46,33.78,8.61,5.31,17.43,7.54,39.25,23.38,0.51,107.64,107.19,19.44,109.48,0.538,23.39,0.781,33.08,0.347,22.16,14.37,8.46,30.52,8.46,3.12,16.08,7.34,33.97,22.82,0.55,105.29,111.73,18.04
21600049,1,106.49,0.528,23.66,0.704,24.4,0.361,24.5,14.14,9.74,32.98,7.64,5.34,14.66,6.79,44.99,19.71,0.494,106.37,105.27,20.0,104.68,0.557,26.0,0.791,26.57,0.366,23.29,14.92,8.93,35.5,8.14,4.75,17.07,6.84,39.49,23.91,0.532,106.16,109.34,21.14
21600050,1,98.7,0.523,19.08,0.695,22.5,0.325,18.05,10.51,11.99,36.1,7.08,4.11,14.03,6.31,41.75,18.73,0.513,104.4,105.84,17.71,105.28,0.53,21.81,0.787,25.57,0.359,22.36,12.51,10.07,31.22,6.86,4.87,13.66,6.89,36.23,22.62,0.507,106.59,110.91,18.6
21600051,0,97.85,0.542,18.54,0.782,26.99,0.363,21.44,11.07,6.64,31.56,6.85,4.48,14.92,7.23,36.2,24.58,0.504,104.16,105.43,16.98,111.03,0.569,25.53,0.768,18.77,0.366,25.7,14.28,10.17,33.01,8.23,5.69,15.78,7.42,39.93,24.54,0.528,108.38,108.55,19.56
21600052,1,110.34,0.559,23.09,0.793,23.78,0.365,16.21,12.28,11.0,30.82,6.65,4.91,13.01,6.54,41.69,23.33,0.533,108.97,109.98,18.65,87.66,0.523,18.94,0.731,25.87,0.343,14.76,11.24,12.67,31.36,7.97,3.14,16.67,7.16,31.73,26.03,0.505,105.2,104.86,24.04
21600053,0,118.25,0.563,26.46,0.789,21.86,0.401,26.82,13.51,10.16,32.71,7.78,4.95,14.65,6.91,42.23,17.43,0.502,110.41,102.2,16.9,97.97,0.566,21.5,0.716,25.14,0.383,20.09,12.69,9.52,33.25,6.93,5.17,14.34,6.52,42.83,20.09,0.496,107.32,102.84,19.74
21600054,0,109.25,0.564,24.9,0.779,26.38,0.378,21.93,12.93,9.85,32.32,6.99,4.98,14.09,6.68,42.98,20.31,0.51,109.09,109.78,20.03,123.88,0.603,24.09,0.825,35.62,0.388,32.88,14.5,7.65,35.39,9.71,5.82,19.06,8.18,39.37,21.81,0.485,115.45,102.08,17.35
21600055,0,110.73,0.562,22.23,0.796,25.49,0.37,24.63,13.27,10.2,31.59,8.86,3.43,18.77,8.03,36.01,20.72,0.523,110.32,108.11,19.4,116.96,0.564,27.08,0.821,29.45,0.358,21.15,12.32,8.3,31.06,8.16,3.21,16.73,6.92,33.17,21.53,0.513,111.57,107.41,18.11
21600056,1,105.3,0.546,24.43,0.801,29.62,0.354,24.43,10.7,8.32,33.3,7.24,4.32,13.87,6.54,40.3,25.33,0.522,108.11,107.09,15.14,97.96,0.527,19.48,0.766,30.9,0.34,26.01,16.21,8.63,31.6,8.51,4.08,17.46,7.53,37.56,19.39,0.518,101.14,106.8,19.48
21600057,1,117.31,0.554,27.34,0.804,32.96,0.352,22.58,17.95,8.06,35.52,7.45,4.88,14.11,8.06,48.05,22.69,0.509,102.57,108.67,21.24,98.7,0.523,19.08,0.695,22.5,0.325,18.05,10.51,11.99,36.1,7.08,4.11,14.03,6.31,41.75,18.73,0.513,104.4,105.84,17.71
21600058,0,105.28,0.53,21.81,0.787,25.57,0.359,22.36,12.51,10.07,31.22,6.86,4.87,13.66,6.89,36.23,22.62,0.507,106.59,110.91,18.6,118.67,0.588,26.59,0.767,41.25,0.357,23.86,13.98,11.14,33.72,7.24,4.53,14.25,7.0,43.01,22.63,0.515,113.82,107.45,18.63
21600059,0,107.95,0.56,24.66,0.724,27.4,0.376,22.79,14.9,10.08,33.75,8.11,5.04,16.62,6.41,41.69,23.61,0.511,104.68,105.66,16.99,109.48,0.538,23.39,0.781,33.08,0.347,22.16,14.37,8.46,30.52,8.46,3.12,16.08,7.34,33.97,22.82,0.55,105.29,111.73,18.04
21600060,1,104.86,0.547,24.16,0.794,23.7,0.371,20.92,12.49,12.49,35.61,7.86,4.05,16.45,7.33,37.02,22.8,0.503,106.25,105.08,21.62,101.23,0.544,21.19,0.761,26.85,0.363,18.46,10.32,7.73,33.26,7.21,5.38,14.75,6.91,41.12,24.83,0.51,104.22,105.87,15.98
21600061,1,110.14,0.568,24.73,0.816,35.66,0.366,24.17,12.57,8.28,30.61,7.92,2.88,16.62,7.59,30.92,20.78,0.499,110.09,106.85,19.55,108.11,0.531,23.95,0.796,22.19,0.349,25.65,13.97,12.11,33.28,8.62,5.33,16.36,7.4,44.1,19.84,0.505,106.42,105.36,16.91
21600062,1,97.97,0.566,21.5,0.716,25.14,0.383,20.09,12.69,9.52,33.25,6.93,5.17,14.34,6.52,42.83,20.09,0.496,107.32,102.84,19.74,99.17,0.536,15.64,0.821,31.49,0.369,24.9,12.4,6.14,30.94,6.25,2.79,13.32,5.7,33.98,19.9,0.513,103.14,105.11,17.31
21600063,1,109.81,0.549,27.21,0.798,24.56,0.345,19.39,14.98,11.23,33.37,8.37,3.74,15.77,6.87,35.15,19.89,0.531,105.81,110.88,22.69,109.25,0.564,24.9,0.779,26.38,0.378,21.93,12.93,9.85,32.32,6.99,4.98,14.09,6.68,42.98,20.31,0.51,109.09,109.78,20.03
21600064,0,112.47,0.578,27.98,0.731,25.83,0.383,26.91,13.13,8.39,32.29,7.86,3.66,15.64,7.35,33.42,17.62,0.506,112.5,106.03,17.43,113.95,0.552,28.81,0.747,26.29,0.339,21.24,15.7,13.08,36.41,8.11,5.55,15.68,7.3,47.52,20.56,0.512,107.74,105.33,20.98
21600065,1,106.57,0.531,22.95,0.741,24.29,0.336,22.28,13.21,10.97,35.49,6.27,5.6,12.62,7.15,44.26,19.6,0.51,103.44,108.98,19.48,107.53,0.552,26.65,0.793,26.19,0.364,23.21,15.28,8.5,34.81,8.27,4.6,17.54,6.9,38.0,24.26,0.532,105.81,109.13,21.6
21600066,1,108.41,0.57,24.01,0.771,21.52,0.375,26.16,13.88,8.6,30.5,8.38,4.56,15.82,7.58,34.14,25.95,0.523,108.53,108.13,18.15,103.33,0.57,21.74,0.826,24.19,0.382,21.63,12.71,8.81,32.33,8.69,5.24,17.39,7.51,37.05,24.76,0.508,107.56,106.98,17.72
21600067,0,110.34,0.559,23.09,0.793,23.78,0.365,16.21,12.28,11.0,30.82,6.65,4.91,13.01,6.54,41.69,23.33,0.533,108.97,109.98,18.65,115.02,0.564,26.9,0.779,25.98,0.348,26.21,15.68,13.51,37.54,6.41,4.35,12.69,6.33,45.97,20.67,0.528,111.5,110.49,19.57
21600068,1,115.32,0.579,24.62,0.752,35.88,0.375,23.04,13.05,10.52,35.98,6.63,3.89,13.65,6.84,38.69,21.14,0.512,113.68,108.78,16.94,108.85,0.555,23.95,0.809,34.81,0.354,24.49,13.01,8.9,29.67,7.7,3.06,15.85,7.61,33.15,20.49,0.507,108.95,106.81,20.49
21600069,1,123.88,0.603,24.09,0.825,35.62,0.388,32.88,14.5,7.65,35.39,9.71,5.82,19.06,8.18,39.37,21.81,0.485,115.45,102.08,17.35,113.95,0.552,28.81,0.747,26.29,0.339,21.24,15.7,13.08,36.41,8.11,5.55,15.68,7.3,47.52,20.56,0.512,107.74,105.33,20.98
21600070,1,112.92,0.568,22.04,0.8,24.72,0.383,24.95,13.8,10.63,32.66,8.62,4.1,17.07,7.66,39.46,20.78,0.521,110.53,108.19,19.76,107.95,0.56,24.66,0.724,27.4,0.376,22.79,14.9,10.08,33.75,8.11,5.04,16.62,6.41,41.69,23.61,0.511,104.68,105.66,16.99
21600071,1,116.96,0.564,27.08,0.821,29.45,0.358,21.15,12.32,8.3,31.06,8.16,3.21,16.73,6.92,33.17,21.53,0.513,111.57,107.41,18.11,105.34,0.523,23.51,0.703,24.1,0.347,25.08,14.07,9.64,31.57,7.97,5.51,15.59,7.08,43.18,19.7,0.49,106.34,105.33,19.57
21600072,0,111.5,0.552,24.31,0.798,32.13,0.345,18.02,16.38,9.32,36.16,6.8,5.42,13.2,6.99,53.57,23.57,0.516,102.03,108.85,20.91,105.3,0.546,24.43,0.801,29.62,0.354,24.43,10.7,8.32,33.3,7.24,4.32,13.87,6.54,40.3,25.33,0.522,108.11,107.09,15.14
21600073,0,108.6,0.532,23.53,0.798,22.76,0.35,23.76,13.42,11.72,33.26,7.8,5.15,14.92,6.94,43.63,19.91,0.51,106.44,105.81,15.99,108.31,0.533,22.37,0.782,24.41,0.349,23.73,13.4,11.81,33.38,7.04,6.36,13.68,7.13,42.02,22.07,0.506,106.77,110.63,19.53
21600074,0,103.58,0.546,25.03,0.79,24.69,0.362,23.13,12.63,11.28,32.96,7.93,4.02,16.66,7.44,35.5,23.23,0.503,106.66,105.2,21.45,112.47,0.578,27.98,0.731,25.83,0.383,26.91,13.13,8.39,32.29,7.86,3.66,15.64,7.35,33.42,17.62,0.506,112.5,106.03,17.43
21600075,0,103.55,0.535,21.9,0.759,25.65,0.353,22.22,11.76,7.16,33.21,7.02,5.23,14.83,7.34,37.64,23.93,0.504,103.78,105.29,16.75,109.81,0.549,27.21,0.798,24.56,0.345,19.39,14.98,11.23,33.37,8.37,3.74,15.77,6.87,35.15,19.89,0.531,105.81,110.88,22.69
21600076,0,105.47,0.542,17.53,0.831,33.31,0.366,24.08,11.29,5.24,27.93,6.73,2.4,14.03,5.97,34.21,21.85,0.518,104.01,106.22,16.08,109.25,0.564,24.9,0.779,26.38,0.378,21.93,12.93,9.85,32.32,6.99,4.98,14.09,6.68,42.98,20.31,0.51,109.09,109.78,20.03
21600077,0,97.97,0.566,21.5,0.716,25.14,0.383,20.09,12.69,9.52,33.25,6.93,5.17,14.34,6.52,42.83,20.09,0.496,107.32,102.84,19.74,115.84,0.573,26.37,0.795,21.34,0.404,22.92,13.3,12.67,38.19,8.09,6.18,15.32,7.03,50.17,17.68,0.488,110.06,101.61,18.89
21600078,1,109.48,0.538,23.39,0.781,33.08,0.347,22.16,14.37,8.46,30.52,8.46,3.12,16.08,7.34,33.97,22.82,0.55,105.29,111.73,18.04,123.88,0.603,24.09,0.825,35.62,0.388,32.88,14.5,7.65,35.39,9.71,5.82,19.06,8.18,39.37,21.81,0.485,115.45,102.08,17.35
21600079,1,113.95,0.552,28.81,0.747,26.29,0.339,21.24,15.7,13.08,36.41,8.11,5.55,15.68,7.3,47.52,20.56,0.512,107.74,105.33,20.98,110.34,0.559,23.09,0.793,23.78,0.365,16.21,12.28,11.0,30.82,6.65,4.91,13.01,6.54,41.69,23.33,0.533,108.97,109.98,18.65
21600080,0,110.75,0.542,27.8,0.773,29.87,0.338,22.17,18.15,10.45,35.62,8.62,6.78,18.05,7.32,47.17,19.81,0.503,101.25,105.79,21.71,115.32,0.579,24.62,0.752,35.88,0.375,23.04,13.05,10.52,35.98,6.63,3.89,13.65,6.84,38.69,21.14,0.512,113.68,108.78,16.94
21600081,1,106.57,0.531,22.95,0.741,24.29,0.336,22.28,13.21,10.97,35.49,6.27,5.6,12.62,7.15,44.26,19.6,0.51,103.44,108.98,19.48,100.95,0.571,17.08,0.791,24.98,0.383,14.79,10.71,11.58,34.44,7.76,3.98,16.77,7.23,41.48,22.64,0.526,109.47,107.85,22.21
