21100001,1,26.2,95.23,0.486,25.94,0.745,0.333,59.89,0.503,18.11,0.287,15.87,14.45,1.099,13.33,32.86,8.85,4.78,22.08,29.3,84.29,0.486,17.02,0.75,0.232,61.82,0.472,11.38,0.374,23.45,13.36,1.756,8.21,30.47,7.32,4.95,19.59
21100002,0,30.7,92.4,0.409,19.69,0.77,0.208,73.02,0.381,21.78,0.335,21.86,13.32,1.642,9.72,32.0,8.63,5.11,18.18,28.5,97.48,0.431,24.91,0.766,0.273,76.99,0.415,14.11,0.346,19.77,14.72,1.343,10.72,30.58,8.71,5.75,19.6
21100003,0,29.7,90.4,0.543,20.69,0.782,0.303,49.32,0.563,19.08,0.327,22.31,13.53,1.65,9.83,27.75,6.47,3.7,16.53,27.9,98.86,0.442,21.78,0.726,0.231,77.2,0.416,16.9,0.374,24.67,14.01,1.761,12.83,31.45,6.69,5.6,16.72
21100004,1,26.0,102.05,0.511,26.03,0.805,0.327,59.44,0.499,20.06,0.366,19.18,16.14,1.188,10.86,32.48,7.44,7.92,20.25,28.1,94.8,0.44,22.81,0.672,0.254,62.91,0.387,26.99,0.374,19.76,14.02,1.41,11.06,31.6,6.7,4.09,17.41
21100005,0,25.2,96.36,0.409,20.18,0.726,0.202,82.48,0.372,17.42,0.388,22.46,14.57,1.542,10.66,31.33,8.55,5.37,21.57,28.6,105.75,0.512,24.53,0.743,0.287,58.73,0.503,26.87,0.356,24.22,12.42,1.951,9.67,27.89,7.63,3.87,19.44
21100006,0,25.5,91.89,0.434,21.78,0.724,0.248,71.09,0.425,16.71,0.315,18.3,14.36,1.275,11.26,29.75,8.26,6.66,20.56,26.9,85.65,0.381,18.77,0.784,0.2,69.87,0.342,23.73,0.331,19.84,14.47,1.371,11.16,27.94,7.19,4.13,19.43
21100007,1,25.8,88.37,0.424,23.5,0.757,0.282,70.07,0.415,13.13,0.312,21.5,13.89,1.548,10.65,28.63,5.71,4.66,18.55,27.0,101.83,0.494,21.52,0.78,0.25,68.08,0.487,18.12,0.347,24.2,14.72,1.643,12.77,32.33,7.93,6.38,19.87
21100008,1,27.5,98.46,0.484,23.97,0.661,0.282,56.82,0.45,28.08,0.367,20.63,14.61,1.412,11.27,31.13,6.59,3.92,16.52,26.5,102.45,0.483,23.3,0.789,0.268,64.19,0.464,22.91,0.356,22.61,15.04,1.503,9.93,30.68,7.47,4.42,20.65
21100009,0,27.1,94.08,0.443,24.95,0.711,0.288,67.19,0.414,19.31,0.364,20.98,14.69,1.428,13.68,30.4,7.3,4.07,18.94,27.0,94.72,0.469,22.57,0.786,0.276,64.35,0.461,17.45,0.333,22.67,14.29,1.586,8.87,29.67,6.41,4.93,21.78
21100010,1,26.1,98.72,0.506,26.29,0.799,0.342,60.85,0.491,16.05,0.375,19.32,13.2,1.464,11.3,30.51,7.6,5.07,20.27,27.3,93.72,0.459,23.13,0.779,0.28,68.13,0.448,14.47,0.34,19.0,15.16,1.253,11.32,28.25,6.79,4.23,19.39
21100011,0,24.7,99.34,0.453,26.39,0.772,0.301,65.68,0.436,21.92,0.336,24.06,16.1,1.494,10.77,32.59,6.98,4.75,19.01,26.0,102.05,0.511,26.03,0.805,0.327,59.44,0.499,20.06,0.366,19.18,16.14,1.188,10.86,32.48,7.44,7.92,20.25
21100012,0,30.8,91.71,0.416,19.71,0.787,0.214,69.71,0.389,22.29,0.335,22.54,14.06,1.604,9.86,31.71,8.83,4.71,18.94,27.6,102.43,0.449,26.76,0.746,0.291,71.7,0.434,20.4,0.333,23.36,14.82,1.576,9.94,31.04,8.28,5.06,18.83
21100013,1,27.7,101.69,0.499,22.8,0.747,0.268,65.61,0.477,19.39,0.38,25.16,13.62,1.847,10.12,32.35,7.28,4.64,17.31,26.2,95.19,0.467,23.13,0.755,0.279,70.2,0.465,12.8,0.318,20.15,13.7,1.471,12.31,29.08,10.22,4.67,18.26
21100014,0,28.8,93.83,0.485,18.82,0.755,0.227,63.98,0.474,18.82,0.347,23.63,13.54,1.745,10.76,30.83,7.01,5.76,19.5,26.4,97.39,0.443,24.14,0.739,0.269,75.91,0.439,13.69,0.311,19.33,15.17,1.274,10.64,30.24,7.4,5.18,18.68
21100015,1,24.9,99.29,0.427,23.32,0.741,0.243,77.37,0.414,18.63,0.319,18.27,13.59,1.344,13.86,28.72,8.19,4.32,19.26,30.1,86.86,0.466,19.69,0.779,0.257,57.51,0.459,19.19,0.325,22.26,13.65,1.63,10.29,28.79,6.33,3.96,17.91
21100016,1,28.9,97.41,0.459,21.45,0.822,0.247,66.7,0.444,20.3,0.338,21.16,13.73,1.542,11.06,29.36,8.58,5.15,18.49,25.4,96.59,0.51,19.21,0.749,0.238,65.38,0.501,15.22,0.366,23.62,11.13,2.123,10.18,31.6,8.08,5.25,16.38
21100017,1,25.7,97.95,0.464,20.74,0.728,0.232,70.1,0.431,19.1,0.39,21.74,14.37,1.513,10.55,32.1,8.64,5.46,20.74,27.9,98.86,0.442,21.78,0.726,0.231,77.2,0.416,16.9,0.374,24.67,14.01,1.761,12.83,31.45,6.69,5.6,16.72
21100018,0,26.7,85.32,0.376,19.0,0.784,0.202,70.52,0.337,23.58,0.33,19.65,14.41,1.364,11.3,28.0,7.12,4.09,19.32,29.3,98.04,0.436,21.66,0.741,0.231,74.79,0.407,18.81,0.367,21.14,12.86,1.644,10.96,31.67,7.77,4.92,17.0
21100019,1,29.8,101.95,0.496,26.01,0.783,0.316,68.06,0.487,14.24,0.361,20.77,14.83,1.4,10.09,30.26,9.1,5.44,17.5,29.9,84.45,0.506,17.44,0.747,0.248,59.63,0.496,10.57,0.379,23.39,13.24,1.767,8.41,30.78,7.29,5.03,19.39
21100020,1,26.5,96.92,0.541,19.77,0.761,0.261,57.16,0.546,18.64,0.349,23.81,14.26,1.669,12.35,31.9,7.86,6.29,20.44,25.0,98.19,0.482,25.53,0.773,0.312,58.34,0.473,23.36,0.336,25.01,15.92,1.571,10.23,32.25,7.03,4.03,18.6
21100021,1,27.9,97.52,0.416,21.24,0.803,0.219,75.66,0.387,21.24,0.345,19.88,13.48,1.475,11.09,29.78,8.45,4.86,19.28,25.0,99.94,0.453,23.72,0.739,0.261,73.18,0.444,17.82,0.326,18.77,13.82,1.359,14.29,28.3,8.38,4.1,19.15
21100022,1,30.0,85.68,0.489,18.81,0.783,0.259,53.58,0.489,19.02,0.324,21.84,13.37,1.633,9.4,26.75,6.16,3.34,17.24,26.8,95.1,0.407,23.75,0.751,0.25,81.88,0.395,13.02,0.318,21.81,13.27,1.643,12.0,29.84,8.03,5.66,21.56
21100023,0,27.8,94.08,0.425,22.64,0.782,0.253,71.54,0.406,18.06,0.333,22.91,14.65,1.564,8.81,29.56,6.56,4.76,21.65,27.0,99.01,0.503,27.11,0.784,0.35,62.22,0.484,15.18,0.386,18.21,12.98,1.403,12.56,31.4,7.54,5.65,21.56
21100024,0,25.4,91.69,0.446,24.47,0.763,0.3,67.82,0.442,13.78,0.312,21.67,13.88,1.561,9.99,28.16,5.79,4.39,18.18,29.8,101.95,0.496,26.01,0.783,0.316,68.06,0.487,14.24,0.361,20.77,14.83,1.4,10.09,30.26,9.1,5.44,17.5
21100025,1,28.6,98.14,0.454,21.68,0.737,0.24,72.01,0.427,18.29,0.371,21.41,12.94,1.655,11.15,32.21,7.76,5.0,17.22,25.2,91.9,0.406,21.19,0.721,0.224,79.04,0.393,15.46,0.315,17.46,14.33,1.218,11.99,30.23,7.9,7.3,21.02
21100026,0,27.4,90.62,0.449,22.2,0.767,0.271,68.22,0.436,13.68,0.343,17.61,13.88,1.269,11.67,28.33,6.7,4.4,18.95,26.7,95.23,0.437,25.05,0.722,0.283,69.43,0.407,19.17,0.364,21.01,14.68,1.431,13.85,31.1,7.52,4.04,18.9
21100027,0,26.1,93.56,0.456,22.81,0.754,0.272,70.46,0.451,13.34,0.319,20.68,14.02,1.476,12.57,28.32,10.25,4.45,18.94,25.7,101.43,0.497,25.81,0.808,0.318,61.58,0.481,19.52,0.366,18.76,16.0,1.173,11.05,32.86,7.52,8.29,20.48
21100028,1,26.7,91.16,0.412,20.77,0.764,0.228,80.23,0.398,11.07,0.341,21.03,14.76,1.424,11.42,30.99,6.52,4.81,19.66,28.5,83.26,0.47,16.28,0.756,0.217,63.85,0.454,11.15,0.374,23.26,12.99,1.791,8.14,30.24,7.56,6.4,20.16
21100029,1,27.7,101.69,0.499,22.8,0.747,0.268,65.61,0.477,19.39,0.38,25.16,13.62,1.847,10.12,32.35,7.28,4.64,17.31,27.4,105.37,0.489,24.75,0.731,0.277,63.18,0.469,26.32,0.357,23.87,12.43,1.921,10.08,27.88,7.63,4.01,19.47
21100030,1,27.0,101.59,0.397,26.9,0.74,0.261,84.6,0.373,18.6,0.335,21.83,14.37,1.519,12.07,31.66,8.22,5.23,19.67,26.8,95.1,0.407,23.75,0.751,0.25,81.88,0.395,13.02,0.318,21.81,13.27,1.643,12.0,29.84,8.03,5.66,21.56
21100031,0,28.8,94.53,0.454,20.34,0.759,0.231,69.83,0.438,18.07,0.342,23.16,13.71,1.689,10.99,30.69,6.81,5.54,19.34,24.8,94.83,0.459,18.28,0.743,0.206,74.06,0.441,14.64,0.366,22.68,11.0,2.061,11.29,32.44,7.75,5.55,17.42
21100032,1,25.2,93.28,0.442,20.69,0.717,0.234,73.48,0.419,15.02,0.371,20.06,13.85,1.448,11.24,32.11,8.1,5.67,21.68,26.8,101.96,0.47,26.79,0.756,0.308,64.19,0.459,22.91,0.335,19.69,15.34,1.284,11.46,32.28,8.24,4.64,20.54
21100033,1,28.2,94.67,0.481,22.78,0.654,0.276,54.63,0.449,27.87,0.362,20.66,14.9,1.387,11.25,30.56,6.54,3.84,16.92,26.9,85.65,0.381,18.77,0.784,0.2,69.87,0.342,23.73,0.331,19.84,14.47,1.371,11.16,27.94,7.19,4.13,19.43
21100034,1,25.9,98.48,0.41,21.56,0.786,0.217,76.5,0.375,22.9,0.352,23.74,15.02,1.581,10.07,29.19,7.63,4.45,19.71,27.7,101.69,0.499,22.8,0.747,0.268,65.61,0.477,19.39,0.38,25.16,13.62,1.847,10.12,32.35,7.28,4.64,17.31
21100035,1,26.0,102.05,0.511,26.03,0.805,0.327,59.44,0.499,20.06,0.366,19.18,16.14,1.188,10.86,32.48,7.44,7.92,20.25,31.8,92.89,0.485,20.17,0.78,0.252,58.25,0.47,21.85,0.351,21.35,13.87,1.539,10.53,32.18,8.56,4.72,18.3
21100036,0,24.9,99.29,0.427,23.32,0.741,0.243,77.37,0.414,18.63,0.319,18.27,13.59,1.344,13.86,28.72,8.19,4.32,19.26,27.9,98.86,0.442,21.78,0.726,0.231,77.2,0.416,16.9,0.374,24.67,14.01,1.761,12.83,31.45,6.69,5.6,16.72
21100037,1,30.0,99.3,0.5,21.84,0.821,0.268,60.49,0.497,20.91,0.34,21.32,13.18,1.617,10.92,29.87,8.65,5.15,17.41,28.1,103.86,0.474,27.45,0.75,0.312,66.4,0.465,21.7,0.333,24.57,15.12,1.626,8.72,29.86,8.35,4.54,18.18
21100038,1,30.2,85.32,0.448,19.0,0.78,0.241,59.32,0.436,19.38,0.324,21.76,13.3,1.636,9.98,28.03,6.18,3.8,17.96,26.8,101.96,0.47,26.79,0.756,0.308,64.19,0.459,22.91,0.335,19.69,15.34,1.284,11.46,32.28,8.24,4.64,20.54
21100039,0,25.8,88.37,0.424,23.5,0.757,0.282,70.07,0.415,13.13,0.312,21.5,13.89,1.548,10.65,28.63,5.71,4.66,18.55,29.1,92.87,0.523,23.5,0.652,0.318,46.36,0.505,27.44,0.37,17.08,13.77,1.241,11.7,31.89,6.83,3.93,16.98
21100040,1,26.4,97.18,0.477,26.32,0.779,0.327,65.19,0.458,15.21,0.375,18.52,13.31,1.391,12.31,31.03,7.71,5.5,21.32,26.7,95.23,0.437,25.05,0.722,0.283,69.43,0.407,19.17,0.364,21.01,14.68,1.431,13.85,31.1,7.52,4.04,18.9
21100041,1,28.9,89.74,0.415,19.09,0.781,0.213,75.96,0.39,13.64,0.369,24.29,13.81,1.759,7.67,30.51,7.59,5.97,19.77,27.5,90.89,0.422,22.63,0.768,0.259,73.63,0.406,13.67,0.338,18.29,14.49,1.262,11.32,27.97,6.88,4.25,19.46
21100042,1,28.7,98.55,0.483,21.4,0.738,0.251,65.99,0.461,19.41,0.373,22.26,12.65,1.759,10.75,31.58,7.51,5.04,16.36,27.1,83.15,0.403,18.83,0.773,0.22,62.75,0.377,22.75,0.318,18.47,14.1,1.31,11.87,28.91,7.23,4.37,19.81
21100043,1,26.4,93.68,0.499,23.37,0.739,0.306,63.86,0.509,12.54,0.299,16.4,13.93,1.177,14.15,30.33,9.54,4.93,19.51,25.8,97.86,0.385,20.32,0.785,0.191,84.63,0.348,21.67,0.352,23.1,14.52,1.59,10.32,28.73,7.46,4.29,19.29
21100044,0,26.7,91.16,0.412,20.77,0.764,0.228,80.23,0.398,11.07,0.341,21.03,14.76,1.424,11.42,30.99,6.52,4.81,19.66,29.0,94.31,0.482,20.5,0.756,0.249,64.78,0.474,17.42,0.343,22.33,13.47,1.657,11.36,31.37,6.54,5.68,18.57
21100045,0,24.3,96.68,0.464,25.46,0.77,0.306,62.21,0.454,21.09,0.33,19.59,14.52,1.349,11.04,32.72,7.16,5.07,19.1,29.8,101.95,0.496,26.01,0.783,0.316,68.06,0.487,14.24,0.361,20.77,14.83,1.4,10.09,30.26,9.1,5.44,17.5
21100046,1,26.7,94.43,0.479,18.33,0.762,0.218,63.39,0.463,20.81,0.352,23.29,13.77,1.691,11.3,31.61,8.42,5.75,19.82,24.6,91.56,0.425,21.82,0.72,0.244,75.99,0.419,13.51,0.304,17.53,14.52,1.208,12.51,30.67,8.03,7.58,21.54
21100047,1,31.2,91.81,0.428,19.36,0.78,0.215,66.91,0.402,23.09,0.335,22.91,13.76,1.665,9.15,31.88,8.79,4.26,18.2,27.8,94.08,0.425,22.64,0.782,0.253,71.54,0.406,18.06,0.333,22.91,14.65,1.564,8.81,29.56,6.56,4.76,21.65
21100048,1,27.4,88.31,0.493,23.38,0.75,0.327,56.73,0.497,14.87,0.317,23.28,14.15,1.645,11.28,27.28,8.41,5.03,22.15,24.9,95.71,0.475,18.65,0.742,0.216,71.87,0.46,14.43,0.367,22.67,10.99,2.062,11.19,32.59,7.95,5.6,17.47
21100049,0,27.1,104.1,0.577,22.35,0.704,0.291,53.21,0.6,23.49,0.35,22.69,12.09,1.877,10.83,29.53,8.1,4.22,19.95,27.9,98.86,0.442,21.78,0.726,0.231,77.2,0.416,16.9,0.374,24.67,14.01,1.761,12.83,31.45,6.69,5.6,16.72
21100050,1,30.9,94.86,0.473,22.97,0.765,0.281,64.81,0.469,16.89,0.326,21.33,13.8,1.545,11.68,33.78,5.98,5.4,16.69,28.3,104.41,0.521,27.75,0.755,0.346,58.83,0.525,21.47,0.34,25.32,15.59,1.623,8.81,30.78,7.9,4.66,17.92
21100051,1,27.6,90.85,0.459,22.15,0.774,0.275,66.39,0.447,14.01,0.343,17.84,14.11,1.264,11.37,28.13,6.66,4.31,19.01,26.4,97.18,0.477,26.32,0.779,0.327,65.19,0.458,15.21,0.375,18.52,13.31,1.391,12.31,31.03,7.71,5.5,21.32
21100052,1,26.5,99.97,0.455,20.4,0.798,0.222,70.41,0.425,21.59,0.369,21.4,14.18,1.51,10.98,28.81,7.68,4.57,19.76,29.1,95.87,0.463,21.02,0.73,0.242,68.06,0.436,18.64,0.373,21.66,12.43,1.743,10.69,31.44,7.31,4.94,16.73
21100053,1,25.4,99.22,0.459,25.21,0.809,0.293,66.08,0.436,20.02,0.357,19.22,16.0,1.201,10.73,32.09,7.69,7.78,20.47,28.8,94.53,0.454,20.34,0.759,0.231,69.83,0.438,18.07,0.342,23.16,13.71,1.689,10.99,30.69,6.81,5.54,19.34
21100054,0,24.6,98.29,0.416,23.08,0.74,0.236,79.19,0.4,18.41,0.321,18.32,13.39,1.368,13.74,28.71,8.28,4.4,19.02,26.5,98.09,0.542,25.12,0.753,0.343,47.32,0.563,25.88,0.336,21.42,15.01,1.428,10.66,30.99,8.59,4.24,20.44
21100055,1,27.7,101.69,0.499,22.8,0.747,0.268,65.61,0.477,19.39,0.38,25.16,13.62,1.847,10.12,32.35,7.28,4.64,17.31,26.8,95.1,0.407,23.75,0.751,0.25,81.88,0.395,13.02,0.318,21.81,13.27,1.643,12.0,29.84,8.03,5.66,21.56
21100056,0,25.1,91.85,0.497,19.9,0.704,0.254,61.3,0.466,16.9,0.406,17.87,13.42,1.331,12.94,34.09,8.4,6.47,22.6,24.8,94.83,0.459,18.28,0.743,0.206,74.06,0.441,14.64,0.366,22.68,11.0,2.061,11.29,32.44,7.75,5.55,17.42
21100057,0,25.2,91.9,0.406,21.19,0.721,0.224,79.04,0.393,15.46,0.315,17.46,14.33,1.218,11.99,30.23,7.9,7.3,21.02,29.0,91.23,0.434,19.74,0.784,0.227,73.73,0.411,13.07,0.374,24.99,14.05,1.778,7.91,30.5,7.56,5.96,19.56
21100058,1,27.9,97.08,0.5,23.66,0.662,0.292,54.09,0.466,26.91,0.377,20.7,14.19,1.458,12.02,32.33,6.7,4.44,17.45,27.9,90.75,0.441,21.81,0.774,0.262,67.46,0.433,15.84,0.317,20.77,14.22,1.46,10.05,31.58,6.26,5.5,21.43
21100059,1,27.7,98.61,0.446,25.19,0.766,0.283,74.63,0.432,14.47,0.346,19.92,14.47,1.377,10.45,30.46,8.84,5.9,19.56,25.6,88.2,0.401,23.96,0.753,0.274,74.37,0.391,13.03,0.308,21.41,14.21,1.506,10.39,28.06,5.56,4.65,18.77
21100060,1,26.7,95.23,0.437,25.05,0.722,0.283,69.43,0.407,19.17,0.364,21.01,14.68,1.431,13.85,31.1,7.52,4.04,18.9,26.9,83.93,0.424,19.67,0.771,0.241,57.62,0.403,23.98,0.316,18.64,14.33,1.301,11.62,28.29,7.21,4.22,18.92
21100061,1,24.6,97.71,0.42,25.22,0.771,0.27,71.26,0.394,22.24,0.336,22.87,15.4,1.485,10.27,31.79,6.93,4.59,18.64,30.8,91.71,0.416,19.71,0.787,0.214,69.71,0.389,22.29,0.335,22.54,14.06,1.604,9.86,31.71,8.83,4.71,18.94
21100062,1,27.5,97.47,0.436,22.35,0.728,0.24,74.88,0.408,18.42,0.364,24.41,13.59,1.796,13.14,31.83,7.06,5.81,16.27,26.4,93.68,0.499,23.37,0.739,0.306,63.86,0.509,12.54,0.299,16.4,13.93,1.177,14.15,30.33,9.54,4.93,19.51
21100063,1,28.3,104.41,0.521,27.75,0.755,0.346,58.83,0.525,21.47,0.34,25.32,15.59,1.623,8.81,30.78,7.9,4.66,17.92,30.9,94.86,0.473,22.97,0.765,0.281,64.81,0.469,16.89,0.326,21.33,13.8,1.545,11.68,33.78,5.98,5.4,16.69
21100064,1,25.7,92.23,0.455,19.68,0.754,0.231,63.04,0.446,22.06,0.319,18.35,12.17,1.508,10.94,25.58,7.89,4.18,17.97,26.7,92.13,0.421,20.54,0.755,0.226,80.49,0.409,10.31,0.345,20.89,14.73,1.418,11.79,32.16,6.85,5.46,19.5
21100065,1,27.1,104.1,0.577,22.35,0.704,0.291,53.21,0.6,23.49,0.35,22.69,12.09,1.877,10.83,29.53,8.1,4.22,19.95,29.8,98.51,0.481,22.03,0.816,0.263,63.84,0.472,20.06,0.34,20.85,13.14,1.586,11.17,30.23,8.6,5.04,17.88
21100066,1,29.0,97.16,0.512,21.66,0.759,0.273,61.52,0.508,17.78,0.351,22.68,14.0,1.62,11.14,31.37,6.54,5.82,18.6,25.2,91.79,0.499,18.38,0.722,0.234,57.77,0.468,20.93,0.39,23.98,14.15,1.694,8.65,29.39,9.04,5.6,21.03
